movieID	tagID	tagWeight
44	686	1
44	2136	1
44	5035	1
44	7407	1
45	374	3
45	587	1
45	1218	1
45	1925	1
45	2578	1
45	5021	1
45	15943	1
46	587	1
46	1646	1
47	2	1
47	53	2
47	54	29
47	66	1
47	67	2
47	351	2
47	387	1
47	397	3
47	419	1
47	473	3
47	521	1
47	566	1
47	582	2
47	611	3
47	651	2
47	694	2
47	699	1
47	738	2
47	742	1
47	754	8
47	885	1
47	1023	1
47	1065	2
47	1218	1
47	1845	2
47	1915	1
47	2304	2
47	2341	4
47	2465	3
47	2481	1
47	2652	3
47	4081	1
47	4206	1
47	4534	1
47	5032	1
47	5035	1
47	5040	1
47	5195	1
47	5241	1
47	5998	2
47	6323	1
47	6502	1
47	6533	1
47	6709	1
47	6800	1
47	7071	1
47	7335	1
47	8105	1
47	8406	1
47	8917	1
47	9182	1
47	10408	1
47	10420	1
47	10725	1
47	10842	1
47	10906	1
47	11711	1
47	11843	1
47	11932	1
47	12459	1
47	13520	1
47	15053	1
48	362	1
48	870	1
48	887	1
48	900	5
48	2953	1
48	3862	1
48	16148	1
49	375	2
49	1654	1
49	2955	1
50	7	1
50	53	3
50	104	2
50	351	2
50	365	1
50	501	1
50	502	12
50	510	1
50	541	1
50	583	2
50	608	3
50	630	3
50	727	3
50	975	2
50	1218	1
50	1535	1
50	1920	1
50	1925	1
50	2187	1
50	2389	3
50	2557	1
50	2603	4
50	2955	1
50	2960	5
50	3868	2
50	4690	1
50	5021	1
50	5035	2
50	5054	1
50	5175	1
50	6323	1
50	6594	1
50	6800	1
50	10640	1
50	10695	2
50	12820	1
50	15840	1
52	61	6
52	244	1
52	1675	1
52	1925	1
52	5035	1
52	5040	1
52	5670	1
53	367	1
53	6709	1
54	429	1
55	10738	1
57	369	1
57	473	1
57	1472	1
58	354	1
58	498	2
58	1729	2
58	6717	1
58	10898	1
62	152	1
62	195	1
62	328	4
62	586	1
62	651	1
62	910	2
62	3071	1
62	3245	1
62	3475	1
62	5934	1
62	9762	1
62	10176	1
62	10304	1
65	195	1
65	1277	1
65	1693	1
65	12428	1
66	13160	1
67	6708	1
69	692	1
69	1220	1
69	4266	1
70	62	2
70	119	6
70	161	2
70	312	5
70	449	2
70	644	3
70	980	1
70	1024	1
70	1325	1
70	1706	1
70	1917	1
70	2076	1
70	2241	6
70	2955	1
70	4385	1
70	4604	1
70	5035	1
70	5202	1
70	5236	1
70	8671	1
70	8684	1
70	11412	1
70	11798	1
70	12201	1
70	12352	1
70	12489	1
70	15870	1
71	93	1
72	528	1
72	1141	1
72	1159	1
72	4464	1
72	6542	1
72	8914	1
72	8941	1
74	892	1
75	12428	1
76	93	1
76	261	5
76	8886	2
78	93	1
78	762	1
78	1470	1
79	93	1
80	353	1
80	413	1
80	906	1
80	1152	1
80	2067	1
80	2076	1
80	9148	1
80	10401	1
80	10905	1
80	11409	1
80	12515	1
81	2955	1
81	3008	2
81	6889	1
81	14042	1
82	1136	1
82	5273	1
82	6341	1
82	8812	1
82	14510	1
85	730	1
85	1610	1
85	5510	2
85	7050	1
86	1578	1
86	2406	2
88	55	1
88	4716	1
89	59	4
89	1273	1
92	1277	1
92	3828	1
93	3772	1
94	2399	1
94	2614	1
95	74	1
95	2611	1
95	2731	1
95	5055	1
95	6323	1
95	10725	1
95	11403	1
96	1135	1
97	69	1
97	263	2
97	351	1
97	1065	2
97	1140	2
97	1149	2
97	1176	1
97	1937	2
97	4692	2
97	5809	1
97	6800	1
97	7071	1
97	8935	2
97	10390	2
97	10859	1
97	11061	2
97	11505	1
97	11780	1
98	765	1
98	3007	1
98	5264	2
100	689	1
100	2955	1
101	21	1
101	23	5
101	396	2
101	420	1
101	651	2
101	1440	1
101	2744	1
101	2751	1
101	3007	1
101	4446	1
101	4464	1
101	5834	1
101	6542	1
101	6897	1
101	7836	1
101	9148	1
101	10559	1
101	15056	1
101	15167	1
104	196	1
104	272	1
104	651	3
104	674	1
104	793	5
104	2731	1
104	4861	4
104	5211	1
104	6324	1
104	6544	1
104	9305	1
104	9787	1
104	10654	1
105	582	1
105	663	2
105	1061	1
105	1222	1
105	1224	1
105	4339	1
105	4365	1
105	4464	1
105	5565	1
105	5865	1
105	8932	1
107	136	3
107	1061	1
107	1269	2
107	1783	1
107	1876	1
107	3590	1
107	3762	1
110	6	4
110	74	3
110	93	2
110	102	1
110	137	2
110	238	2
110	247	5
110	351	1
110	458	1
110	459	1
110	473	8
110	501	1
110	521	2
110	582	1
110	583	1
110	605	1
110	696	1
110	761	2
110	866	1
110	870	18
110	904	4
110	1177	1
110	1435	1
110	1625	4
110	2094	1
110	2260	2
110	2670	1
110	4098	1
110	4408	1
110	4521	1
110	4571	1
110	4690	1
110	4707	1
110	4731	1
110	5153	1
110	5524	1
110	5556	1
110	6323	1
110	6515	1
110	6534	1
110	6594	1
110	6800	1
110	6897	1
110	8408	1
110	8502	2
110	8891	1
110	8928	2
110	10391	1
110	10635	1
110	12102	1
110	12819	1
110	13407	1
110	14929	1
110	15035	1
110	16309	1
111	90	1
111	225	4
111	310	5
111	351	1
111	583	1
111	587	1
111	605	2
111	638	3
111	644	7
111	706	1
111	741	2
111	766	1
111	1065	1
111	1216	1
111	1277	1
111	1405	1
111	1720	1
111	2538	2
111	2620	2
111	2970	2
111	4083	1
111	4707	3
111	5423	1
111	5857	1
111	6091	1
111	6518	1
111	6534	1
111	6535	1
111	6749	1
111	6752	1
111	6800	1
111	7428	1
111	7455	1
111	7738	2
111	7776	1
111	8114	1
111	8418	1
111	8583	1
111	8887	1
111	8891	2
111	8912	1
111	8917	1
111	9334	2
111	10420	1
111	10871	1
111	10906	1
111	12055	1
111	12392	1
111	13186	1
111	15073	1
111	15165	1
111	15223	1
111	15234	1
112	686	2
112	2164	3
112	4994	1
112	5156	2
112	6220	1
112	15780	1
114	398	1
116	633	3
116	9343	2
116	10934	1
116	11244	1
116	11286	2
117	1065	1
121	4297	3
122	1277	1
122	8535	1
123	285	1
123	353	1
123	669	1
123	681	1
123	965	1
123	1382	1
123	1456	1
123	1504	1
123	1582	1
123	1928	1
123	1944	1
123	2134	1
123	2174	1
123	4491	1
123	4559	1
123	4994	1
123	5793	1
123	5865	1
123	6635	1
123	6709	1
123	6757	1
123	7768	1
123	7884	1
123	8079	1
123	10841	1
123	10941	1
123	11054	1
123	11134	1
123	11193	1
123	11477	1
123	11498	1
123	12282	1
123	12368	1
123	12376	1
123	12394	1
123	13968	1
125	501	1
125	1057	1
132	595	2
132	603	1
132	1751	1
135	1189	1
135	1761	1
135	3055	1
135	3085	1
135	3245	1
135	3729	1
135	5083	1
140	587	1
140	1822	2
140	2261	1
141	55	4
141	488	3
141	554	3
141	1888	1
141	2733	1
141	5056	1
141	9298	1
141	15286	1
144	752	1
144	8384	1
145	74	2
145	538	1
145	1194	4
145	3007	1
145	4072	1
145	5185	1
145	8790	1
147	69	1
147	255	1
147	353	1
147	406	1
147	706	1
147	1064	1
147	1100	1
147	4309	1
147	5235	1
147	5818	1
147	6277	1
147	6603	1
147	8583	1
147	8629	1
147	10455	1
147	12089	1
147	12480	1
149	396	1
149	1382	1
149	1812	1
149	2597	1
149	6675	1
149	6806	1
149	8914	1
149	8932	1
150	145	18
150	382	7
150	473	2
150	583	3
150	633	9
150	651	1
150	660	2
150	662	1
150	1061	1
150	1259	1
150	1727	3
150	1820	5
150	2260	1
150	2386	1
150	2782	2
150	4446	1
150	4646	2
150	5019	1
150	5054	1
150	5159	1
150	5289	1
150	5534	1
150	5556	1
150	5752	1
150	6323	1
150	6515	1
150	6518	1
150	6526	2
150	6899	1
150	7838	6
150	9514	1
150	11019	1
150	11142	1
150	14279	1
150	15138	1
151	521	1
151	662	1
151	1277	1
151	1364	1
151	1435	1
151	2538	1
151	4098	1
151	5055	1
151	5617	1
151	6088	1
151	6446	1
151	8914	1
151	11344	1
151	12102	1
151	15160	1
152	119	1
152	622	1
152	1273	1
152	1382	1
152	2636	1
153	125	4
153	186	7
153	364	2
153	1561	1
153	1641	1
153	1765	1
153	1783	1
153	5035	1
153	5040	1
153	5054	1
153	5557	1
153	6323	1
153	7408	2
153	7736	1
153	9547	1
154	41	1
154	360	1
154	528	1
154	595	1
154	1382	1
154	4226	3
154	5059	1
154	6709	1
154	6752	1
154	6899	1
154	7468	1
154	8583	1
154	8941	1
154	15180	1
156	93	1
156	1174	1
156	5692	1
157	608	1
158	80	1
158	370	2
158	752	3
158	1577	3
158	2732	1
158	3678	1
158	7408	1
160	1061	1
160	6176	4
161	238	1
161	1218	1
161	1761	4
161	2733	2
161	2955	1
161	2976	1
161	6147	1
161	6323	1
161	6899	1
162	387	1
162	396	1
162	492	1
162	1065	1
162	1731	1
162	4279	1
162	4282	1
162	4692	1
162	5534	1
162	7433	1
162	7682	1
162	8932	1
162	8941	1
163	74	4
163	125	1
163	161	1
163	397	1
163	415	2
163	449	4
163	630	1
163	1024	1
163	4080	1
163	6594	1
163	6800	1
163	15870	1
164	1159	1
164	1382	1
164	2538	1
164	2782	1
164	4989	1
164	11348	1
164	12126	1
164	15114	1
165	74	6
165	371	4
165	397	1
165	521	1
165	1184	10
165	1295	2
165	1508	1
165	1933	1
165	2261	1
165	2955	1
165	5035	1
165	5040	1
165	6323	1
165	6594	1
165	6800	1
165	14046	1
167	10374	1
168	816	5
168	1222	2
168	2312	1
169	459	1
169	9806	1
170	35	6
170	74	1
170	164	1
170	369	1
170	644	1
170	746	3
170	1124	1
170	1361	1
170	2214	1
170	2938	1
170	5557	1
170	5968	2
170	5995	1
170	7108	1
170	9062	1
170	9084	1
170	9156	1
170	9482	1
170	9781	1
170	9846	1
170	16088	1
171	400	1
171	554	3
172	24	1
172	193	1
172	252	3
172	472	5
172	1124	2
172	1297	1
172	1925	1
172	4780	3
172	7474	1
172	9025	1
173	2	2
173	24	4
173	480	2
173	1277	1
173	2581	2
173	6323	1
173	9345	1
174	12428	1
175	69	4
175	706	1
175	1136	1
175	2422	1
175	3007	1
175	5022	2
175	6594	1
175	6708	1
175	12820	1
175	14691	1
176	93	1
176	7871	1
177	1277	1
178	54	1
178	374	1
178	9298	1
178	9750	1
180	93	1
180	651	1
180	1218	1
180	1450	1
180	1764	3
180	1863	1
180	2875	1
180	2955	1
180	2969	1
180	4516	1
180	5359	1
180	6836	1
180	7161	1
180	8779	1
180	12889	2
181	74	1
181	5854	1
183	5783	1
183	10933	1
185	35	5
185	74	1
185	397	1
185	1124	2
185	2214	3
185	3137	6
185	5968	1
185	9084	1
185	9156	1
185	9846	1
186	7	1
186	55	2
186	370	1
186	488	2
186	647	2
186	888	1
186	958	1
186	1222	1
186	2261	1
186	2431	2
186	2667	1
186	3530	2
186	3840	1
186	4013	1
186	4294	1
186	4973	1
186	7127	1
187	6713	1
187	9182	1
187	9653	2
188	1273	2
188	1280	1
188	8401	1
190	515	2
190	1232	1
190	5512	2
190	6822	1
191	2155	1
191	2359	1
193	644	2
193	1706	1
193	1731	1
193	4279	1
193	4692	1
193	5154	1
193	10765	1
193	10966	1
193	11118	1
193	11673	1
193	12174	1
193	12320	1
193	15073	1
194	510	2
194	534	1
194	582	1
194	629	2
194	706	1
194	766	1
194	6199	1
194	10845	1
196	93	1
196	2581	1
196	5035	1
198	66	1
198	93	4
198	176	4
198	236	1
198	252	1
198	366	4
198	506	1
198	554	1
198	727	1
198	750	1
198	1106	1
198	1280	1
198	2434	1
198	2581	2
198	3772	1
198	4603	1
198	4780	2
198	5035	1
199	353	1
199	871	1
199	1176	1
199	1227	1
199	1382	1
199	1440	1
199	2513	2
199	2620	2
199	4098	1
199	4464	2
199	4521	1
199	5865	1
199	6717	1
199	6822	1
199	6823	1
201	1277	1
201	5733	1
201	6247	1
201	10320	1
202	1064	1
202	3087	1
203	656	1
203	1460	1
203	1620	1
203	3470	1
204	4677	1
205	2390	1
207	472	1
207	1239	1
208	46	1
208	195	1
208	366	1
208	1277	1
208	1994	1
208	2069	1
208	2159	2
208	2443	2
208	2581	1
208	4387	1
208	5012	1
208	5035	1
208	5055	1
208	11739	1
208	12002	1
208	13419	1
208	14157	1
213	4578	2
213	5021	1
213	6711	1
213	6715	1
214	85	1
214	609	1
214	737	1
214	1554	1
214	5241	1
214	7050	1
215	528	1
215	587	1
215	651	1
215	892	1
215	1159	1
215	1218	1
215	1439	1
215	1535	1
215	1582	4
215	2134	1
215	2243	1
215	2672	1
215	4352	2
215	4356	2
215	4363	2
215	4446	1
215	4464	2
215	4731	2
215	5021	1
215	5692	2
215	6542	1
215	6822	1
215	6897	1
215	7873	1
215	8914	1
215	11278	1
215	11640	1
215	12368	1
215	14181	1
215	14562	1
216	255	2
216	380	1
216	419	1
216	420	1
216	651	1
216	4861	2
220	12805	2
222	910	1
222	1222	1
222	7079	1
222	8384	2
223	64	1
223	78	3
223	396	2
223	461	3
223	528	1
223	651	2
223	1140	3
223	1535	1
223	1686	1
223	1764	3
223	2247	1
223	2953	1
223	2955	1
223	2969	1
223	4282	1
223	4315	1
223	4356	1
223	4516	1
223	4692	2
223	4827	1
223	5251	1
223	5692	1
223	5995	2
223	6542	1
223	6800	1
223	7050	1
223	8614	2
223	8914	1
223	8941	1
223	10559	1
223	12254	1
223	12889	1
223	15138	1
224	59	2
224	146	2
224	156	1
224	415	1
224	595	1
224	611	1
224	1277	1
224	2261	1
224	4235	1
225	1061	1
225	1277	1
225	6176	4
227	1277	1
229	278	1
230	57	1
230	189	2
230	473	1
230	1224	1
230	1277	2
230	1911	1
230	4297	1
231	55	3
231	195	4
231	364	9
231	396	1
231	419	1
231	420	1
231	1511	1
231	1731	1
231	1932	1
231	2953	1
231	2955	1
231	4282	1
231	4747	1
231	5185	1
231	10541	4
231	11117	2
232	255	1
232	387	1
232	1407	1
232	1517	1
232	1686	1
232	1695	1
232	2295	2
232	5065	1
232	5225	1
232	5512	3
232	5692	1
232	5839	1
232	6709	1
232	6717	1
232	6897	1
232	7683	1
232	9446	1
232	9937	1
232	10304	1
232	10320	1
232	10439	1
232	10673	1
232	10856	1
232	11054	1
232	11731	1
232	11917	1
232	11919	1
232	11938	1
232	12062	1
232	12294	1
232	12348	1
233	67	1
233	415	1
233	554	1
233	681	1
233	1928	1
233	2596	1
233	2892	1
233	4358	1
233	6897	1
233	7050	1
233	11416	1
234	9312	1
235	59	6
235	102	1
235	337	10
235	351	1
235	396	1
235	528	1
235	583	1
235	1140	1
235	2523	1
235	2960	4
235	4496	2
235	4577	1
235	4731	1
235	10271	1
235	10361	2
235	11448	1
236	55	1
236	415	1
236	892	1
236	967	1
236	1229	1
236	1695	1
237	369	1
237	370	1
237	891	1
237	952	1
237	1095	1
237	1925	1
237	3957	1
237	10321	1
237	16478	1
239	362	1
239	900	1
239	1460	1
239	4618	1
239	16148	1
240	1061	1
240	13150	1
242	871	1
242	1826	1
242	2958	2
242	2965	1
242	11070	1
246	196	2
246	255	1
246	308	1
246	353	1
246	633	1
246	734	1
246	910	1
246	1095	3
246	2136	1
246	5617	1
246	6535	1
246	6709	1
246	9315	1
246	9792	1
247	64	2
247	93	1
247	99	1
247	266	1
247	357	1
247	369	1
247	375	3
247	415	1
247	555	5
247	565	3
247	583	1
247	656	1
247	1065	2
247	1382	1
247	1427	1
247	2364	1
247	2742	1
247	4098	1
247	4170	2
247	4464	1
247	4594	1
247	4731	1
247	6310	1
247	8891	1
247	10725	1
247	11134	1
247	11345	1
248	1500	1
249	1136	1
249	2359	2
249	4269	1
249	4284	1
249	5534	1
249	5804	3
249	7050	1
249	9189	1
250	2782	1
252	415	1
252	427	1
252	587	1
252	2473	2
253	62	10
253	70	2
253	119	3
253	146	3
253	193	1
253	369	1
253	424	2
253	473	2
253	478	5
253	754	10
253	1061	5
253	1110	1
253	1136	2
253	1224	1
253	1277	1
253	1880	1
253	1911	1
253	2303	1
253	2362	1
253	2381	4
253	2481	1
253	5264	1
253	5301	1
253	5786	1
253	6323	1
253	7026	2
253	7050	1
253	8037	2
253	11143	1
253	12820	1
256	7	1
256	46	1
256	71	1
256	1186	2
256	1511	2
256	4000	1
256	4924	2
256	5556	1
256	15045	1
257	1662	1
257	5130	1
259	371	1
260	12	1
260	29	1
260	74	4
260	125	1
260	141	1
260	145	11
260	146	6
260	238	1
260	280	1
260	351	1
260	366	19
260	419	1
260	420	1
260	446	1
260	459	3
260	496	2
260	583	1
260	605	5
260	651	3
260	781	3
260	796	1
260	887	2
260	1260	9
260	1382	2
260	1604	1
260	1614	5
260	1783	3
260	1834	3
260	1892	3
260	2073	1
260	2078	1
260	2080	1
260	2106	1
260	2144	1
260	2481	1
260	2538	2
260	2581	1
260	2941	1
260	3169	1
260	3720	2
260	3919	3
260	4080	1
260	4083	1
260	4274	1
260	4342	1
260	4408	1
260	4616	1
260	4646	2
260	4699	1
260	5035	2
260	5681	1
260	6145	1
260	6324	1
260	6325	1
260	6502	2
260	6511	1
260	6515	1
260	6518	1
260	6519	1
260	6520	2
260	6521	2
260	6522	1
260	6526	2
260	6527	1
260	6533	2
260	6534	1
260	6535	1
260	6594	1
260	6774	1
260	6800	1
260	6810	1
260	7459	1
260	8052	1
260	8890	1
260	9482	1
260	9756	1
260	9781	1
260	10597	1
260	10741	1
260	10877	2
260	11050	1
260	11344	1
260	11481	1
260	12551	1
260	13144	1
260	13169	1
260	14155	1
261	473	1
261	554	1
261	1061	2
261	1107	1
261	1222	1
261	1224	1
261	2381	2
261	5145	1
261	5934	1
261	6102	1
262	143	2
262	201	1
262	1811	1
262	4600	1
263	4707	1
263	5809	1
263	6367	1
263	8904	1
263	8935	1
263	11870	1
264	12600	1
265	1153	2
265	1897	1
265	2513	2
265	4098	1
265	4339	1
265	5230	1
265	5512	3
265	6669	2
265	9446	1
265	10907	1
265	15149	1
266	238	1
266	399	1
266	754	3
266	761	2
266	1277	1
266	1374	1
266	1378	1
270	1063	1
272	7	1
272	102	2
272	143	2
272	156	1
272	169	1
272	1868	1
272	2965	1
272	5617	1
272	6715	1
272	16073	1
273	42	1
273	587	1
273	1061	1
273	1224	1
273	1688	1
273	5035	1
275	3421	1
276	41	1
276	55	1
276	752	1
276	1924	1
276	2328	1
276	2386	1
276	3079	1
276	3872	1
276	6544	1
277	473	2
277	497	2
277	605	1
277	747	2
277	752	2
277	887	2
277	2005	2
277	2082	1
277	3210	1
277	3279	1
277	6704	1
277	11568	1
279	387	1
280	172	2
280	1632	1
280	2359	1
280	9146	1
281	1141	1
281	5617	1
281	6136	1
281	6708	1
282	473	2
282	741	1
282	1136	1
282	1277	1
282	3586	3
282	7462	1
282	8481	1
288	34	1
288	53	2
288	54	7
288	161	1
288	360	1
288	501	1
288	519	2
288	582	1
288	696	1
288	1216	1
288	1382	1
288	1472	2
288	1896	1
288	2462	1
288	4080	1
288	4746	2
288	4895	2
288	6594	1
288	7697	1
288	8891	1
288	8917	1
288	12889	1
288	15073	2
288	15230	1
289	1277	1
289	1472	1
289	3073	1
289	3852	1
290	106	2
290	387	1
290	521	1
290	565	1
290	582	1
290	1364	1
290	1418	1
290	1422	1
290	1826	1
290	4075	2
292	29	2
292	2341	1
292	2581	1
292	5035	1
292	5159	1
292	5742	1
292	5754	2
292	6269	1
292	6323	1
293	351	1
293	396	1
293	473	1
293	504	5
293	582	1
293	634	4
293	651	1
293	662	1
293	971	1
293	1023	1
293	1065	1
293	1185	1
293	1459	2
293	1508	1
293	1541	5
293	1551	3
293	1566	3
293	1704	3
293	2294	2
293	2359	5
293	2600	1
293	2614	1
293	2618	1
293	2741	1
293	3014	1
293	6298	1
293	6367	1
293	6594	1
293	6608	1
293	8420	1
293	8556	1
293	8891	1
293	9013	1
293	9348	1
293	9687	1
293	9740	1
293	10420	1
293	10725	1
293	11521	1
293	12889	1
296	27	2
296	53	2
296	55	4
296	69	2
296	74	1
296	161	3
296	265	11
296	312	42
296	351	1
296	371	13
296	374	5
296	396	3
296	419	1
296	420	1
296	473	2
296	496	1
296	504	9
296	510	2
296	519	3
296	521	2
296	541	1
296	582	2
296	583	2
296	587	1
296	605	4
296	629	1
296	630	5
296	634	1
296	644	3
296	651	2
296	672	1
296	674	1
296	729	1
296	737	1
296	886	1
296	888	1
296	965	1
296	970	1
296	1023	2
296	1105	1
296	1183	1
296	1184	5
296	1185	1
296	1273	2
296	1277	1
296	1382	1
296	1440	1
296	1480	1
296	1535	1
296	1719	1
296	1789	1
296	1915	1
296	1917	1
296	1974	1
296	2241	19
296	2243	2
296	2247	1
296	2399	6
296	2481	1
296	2617	1
296	2620	1
296	2915	1
296	2942	1
296	2955	1
296	2970	1
296	4080	1
296	4083	1
296	4266	1
296	4271	1
296	4274	1
296	4282	1
296	5035	2
296	5056	1
296	5074	1
296	5185	1
296	5359	1
296	5391	2
296	5647	1
296	5995	1
296	6298	1
296	6323	1
296	6514	2
296	6534	1
296	6542	1
296	6594	1
296	6603	1
296	6800	1
296	6822	1
296	7026	1
296	7335	1
296	7459	2
296	8771	1
296	8891	2
296	8914	1
296	9013	1
296	9485	1
296	10396	2
296	10746	1
296	11344	1
296	12820	1
296	13992	1
296	14046	1
296	14686	1
296	15046	2
296	15084	1
296	15188	1
296	15668	1
298	3007	1
299	7	1
299	554	1
299	656	1
299	885	1
299	1888	1
299	7050	1
299	8812	1
299	9010	1
299	10174	1
299	12151	1
300	127	1
300	130	1
300	352	1
300	420	2
300	501	1
300	587	1
300	2196	1
300	2390	2
300	2434	2
300	3251	1
300	3293	1
300	3356	1
300	3722	1
300	5289	1
300	8014	1
300	10422	1
301	740	1
302	1136	1
302	1176	1
302	2239	1
302	10197	1
303	56	1
303	369	1
303	2371	3
303	2733	1
305	1136	1
305	1553	1
305	1680	1
305	4670	1
305	6199	1
306	125	1
306	353	1
306	587	1
306	1176	1
306	1582	1
306	1702	1
306	1915	1
306	1990	1
306	2538	1
306	4366	1
306	4491	1
306	4577	1
306	5021	1
306	5059	1
306	5865	1
306	9508	1
306	10494	1
306	10750	2
306	11762	1
306	13617	2
307	328	1
307	587	1
