userID	movieID	tagID	date_day	date_month	date_year	date_hour	date_minute	date_second
728	6016	623	29	8	2007	15	10	25
728	6016	10859	29	8	2007	15	10	25
728	8361	535	29	8	2007	15	14	13
728	8957	14145	29	8	2007	15	15	7
728	41569	8191	29	8	2007	15	13	57
728	41569	14144	29	8	2007	15	13	57
728	45722	59	29	8	2007	15	13	37
728	45722	136	29	8	2007	15	13	37
732	4187	6255	2	11	2006	8	10	20
783	3623	3014	2	11	2006	18	36	48
788	3617	1511	29	8	2007	18	31	20
788	3617	8629	29	8	2007	18	31	20
788	3617	14662	29	8	2007	18	31	20
788	3617	14673	29	8	2007	18	31	20
788	3916	916	29	8	2007	18	30	28
788	3916	13840	29	8	2007	18	30	28
788	3916	14665	29	8	2007	18	30	28
788	3916	14674	29	8	2007	18	30	28
788	3916	14675	29	8	2007	18	30	28
788	4270	459	29	8	2007	18	30	31
788	4270	914	29	8	2007	18	30	31
788	5414	5707	29	8	2007	20	12	35
788	5414	11998	29	8	2007	20	12	35
788	5414	14656	29	8	2007	20	12	35
788	5414	14669	29	8	2007	20	12	35
788	5955	1010	29	8	2007	18	58	20
788	5955	7803	29	8	2007	18	56	39
788	5955	14664	29	8	2007	18	57	31
788	5955	14665	29	8	2007	18	56	29
788	5955	14668	29	8	2007	18	58	9
788	5955	14671	29	8	2007	18	56	58
788	5955	14679	29	8	2007	18	55	58
788	6010	12299	29	8	2007	20	21	8
788	6010	14663	29	8	2007	20	21	7
788	6010	14672	29	8	2007	20	21	7
788	6010	14677	29	8	2007	20	21	7
788	8622	14659	29	8	2007	18	27	50
788	42418	498	29	8	2007	19	2	20
788	42418	971	29	8	2007	19	0	29
788	42418	1622	29	8	2007	19	0	45
788	42418	2100	29	8	2007	19	3	35
788	42418	12103	29	8	2007	19	1	54
788	42418	14652	29	8	2007	19	2	31
788	42418	14657	29	8	2007	19	1	26
788	42418	14658	29	8	2007	19	1	34
788	42418	14661	29	8	2007	19	0	39
788	42418	14666	29	8	2007	19	3	6
788	43419	12115	29	8	2007	20	15	4
788	43419	14653	29	8	2007	20	15	4
788	43419	14676	29	8	2007	20	15	4
788	53953	2566	29	8	2007	18	36	25
788	53953	14660	29	8	2007	18	36	10
788	53953	14667	29	8	2007	18	36	38
894	296	312	18	9	2008	9	48	26
922	508	219	30	8	2007	21	26	4
922	508	554	30	8	2007	21	26	12
922	1091	7	30	8	2007	21	23	18
922	1091	55	30	8	2007	21	23	18
922	6373	55	30	8	2007	21	21	56
937	10	485	3	11	2006	23	23	25
1017	2947	485	31	8	2007	13	2	29
1017	2947	7444	31	8	2007	13	2	29
1017	4246	415	31	8	2007	13	2	27
1017	4246	7815	31	8	2007	13	2	27
1017	4310	169	31	8	2007	13	4	4
1017	32587	16043	31	8	2007	13	3	12
1035	6934	3020	31	8	2007	15	46	4
1035	6934	7167	31	8	2007	15	46	4
1035	32587	312	31	8	2007	15	46	27
1035	32587	4635	31	8	2007	15	46	27
1047	3424	2871	2	3	2007	0	49	26
1117	50	502	4	11	2006	22	38	2
1117	508	554	4	11	2006	22	36	53
1117	508	2629	4	11	2006	22	36	55
1117	930	330	4	11	2006	22	40	15
1117	1225	328	4	11	2006	22	37	1
1117	1225	633	4	11	2006	22	37	6
1117	4979	752	4	11	2006	22	39	37
1117	38886	752	4	11	2006	22	39	6
1117	46578	1460	4	11	2006	22	37	48
1117	46578	1738	4	11	2006	22	37	46
1118	4011	578	9	7	2008	20	59	3
1118	4011	754	9	7	2008	20	59	6
1118	4963	104	9	7	2008	21	3	58
1118	56788	710	9	7	2008	21	15	1
1118	57669	8561	9	7	2008	21	6	1
1122	837	672	31	8	2007	23	28	0
1122	3466	605	16	4	2008	4	5	59
1122	3466	1472	16	4	2008	4	6	5
1122	3466	12361	16	4	2008	4	6	24
1122	5225	2848	31	8	2007	23	30	9
1160	59900	4861	18	8	2008	14	35	6
1164	2858	1582	19	4	2008	5	56	19
1164	8014	2244	9	4	2008	6	48	47
1164	8014	11086	9	4	2008	6	48	27
1164	46578	396	9	4	2008	7	3	16
1164	46578	1782	9	4	2008	7	3	9
1164	46578	4212	9	4	2008	7	3	55
1164	46578	5323	9	4	2008	7	3	22
1164	46578	15528	9	4	2008	7	3	31
1174	44399	25	17	12	2006	10	17	55
1174	44399	1472	17	12	2006	10	18	1
1198	3717	14984	1	9	2007	14	43	6
1224	349	1852	16	7	2007	1	9	35
1224	762	14104	16	7	2007	1	5	48
1224	1101	14101	19	2	2006	3	3	47
1224	1374	2990	20	5	2008	20	9	5
1224	1376	14106	19	2	2006	22	45	38
1224	1385	14099	19	2	2006	2	50	26
1224	1610	1852	16	7	2007	1	7	36
1224	1610	14101	19	2	2006	15	9	30
1224	1610	14103	19	2	2006	15	6	57
1224	1610	14107	19	2	2006	15	13	27
1224	2561	14102	30	12	2008	5	21	51
1224	2948	2990	20	5	2008	20	11	1
1224	3256	1852	16	7	2007	1	8	49
1224	4814	14102	30	12	2008	5	24	2
1224	4958	14100	14	12	2006	13	34	3
1224	5033	778	11	3	2008	17	45	16
1224	5400	1852	16	7	2007	1	7	56
1224	5418	6170	4	8	2007	6	13	46
1224	8337	14098	19	2	2006	2	57	0
1224	8665	6170	4	8	2007	6	12	48
1224	8689	14102	30	12	2008	5	20	38
1224	8772	778	2	9	2008	6	36	21
1224	36517	778	11	3	2008	17	45	59
1224	44949	14104	16	7	2007	1	5	10
1224	54286	6170	4	8	2007	6	17	11
1225	1132	399	1	9	2007	17	31	41
1225	1132	1911	1	9	2007	17	31	41
1225	1209	14095	1	9	2007	17	32	51
1225	1729	14096	1	9	2007	17	23	36
1225	2662	14097	1	9	2007	17	28	53
1225	2947	618	1	9	2007	17	23	52
1267	2872	1942	1	9	2007	21	13	53
1278	46850	13825	21	6	2007	12	23	31
1278	51662	13826	23	4	2007	0	34	18
1282	14	13733	1	9	2007	23	51	7
1282	261	13746	1	9	2007	23	44	33
1282	372	10574	1	9	2007	23	49	13
1282	914	13732	1	9	2007	23	46	43
1282	1120	13742	1	9	2007	23	47	41
1282	1179	53	1	9	2007	23	50	4
1282	1179	2939	1	9	2007	23	50	4
1282	1188	13731	1	9	2007	23	49	28
1282	1242	13749	1	9	2007	23	42	49
1282	1267	13745	1	9	2007	23	46	30
1282	1302	13734	1	9	2007	23	42	30
1282	1377	13747	1	9	2007	23	41	58
1282	1729	13736	1	9	2007	23	44	15
1282	1747	13513	1	9	2007	23	44	56
1282	1953	5893	1	9	2007	23	48	27
1282	1953	13738	1	9	2007	23	48	27
1282	2336	7675	1	9	2007	23	46	56
1282	2424	13739	1	9	2007	23	45	41
1282	2701	13730	1	9	2007	23	45	23
1282	2947	5373	1	9	2007	23	43	40
1282	3081	13735	1	9	2007	23	43	8
1282	3101	13743	1	9	2007	23	42	10
1282	3785	13744	1	9	2007	23	51	27
1282	3911	13741	1	9	2007	23	46	2
1282	6934	13740	1	9	2007	23	50	36
1355	14	1188	2	9	2007	11	50	19
1355	1120	2707	2	9	2007	11	46	19
1355	1179	1558	2	9	2007	11	49	28
1355	1179	9886	2	9	2007	11	49	28
1355	1231	11019	2	9	2007	11	48	38
1355	1339	1287	2	9	2007	11	43	4
1355	1953	53	2	9	2007	11	47	13
1355	1953	538	2	9	2007	11	47	13
1355	1953	2733	2	9	2007	11	47	13
1355	1994	57	2	9	2007	11	47	38
1355	1994	2753	2	9	2007	11	47	38
1355	2080	413	2	9	2007	11	45	35
1355	2080	900	2	9	2007	11	45	35
1355	3785	944	2	9	2007	11	50	41
1355	32587	53	2	9	2007	11	51	3
1355	32587	449	2	9	2007	11	51	3
1392	7147	337	6	11	2006	0	7	23
1392	8950	208	18	12	2006	3	58	23
1392	8950	252	18	12	2006	3	58	37
1392	8950	611	18	12	2006	3	58	27
1392	8950	699	18	12	2006	3	58	15
1436	247	2742	2	9	2007	18	46	20
1436	838	9889	2	9	2007	18	44	43
1436	1953	9890	2	9	2007	18	45	2
1436	1994	1595	2	9	2007	18	46	34
1436	2391	880	2	9	2007	18	48	28
1436	2478	55	2	9	2007	18	49	25
1436	3967	2742	2	9	2007	18	49	6
1436	4310	8182	2	9	2007	18	48	38
1436	4447	55	2	9	2007	18	47	57
1436	4848	99	2	9	2007	18	48	30
1436	6378	74	2	9	2007	18	47	48
1496	293	634	3	9	2007	1	8	4
1496	293	1541	3	9	2007	1	8	7
1496	54286	110	3	9	2007	1	8	35
1496	54286	634	3	9	2007	1	8	39
1496	54286	6170	3	9	2007	1	8	44
1496	54286	8321	3	9	2007	1	8	37
1504	468	4577	3	9	2007	2	44	56
1504	468	7834	3	9	2007	2	44	56
1504	3248	871	3	9	2007	2	51	35
1504	3786	34	3	9	2007	14	33	13
1504	5377	1255	3	9	2007	2	45	49
1504	5377	7835	3	9	2007	2	45	49
1504	30816	1065	3	9	2007	2	57	45
1510	26	1320	3	12	2006	3	14	39
1510	1411	1320	3	12	2006	3	14	55
1510	3409	2572	1	12	2006	4	15	16
1510	3598	1320	3	12	2006	3	14	7
1510	3723	1320	3	12	2006	3	14	51
1510	4745	1061	3	12	2006	3	15	15
1510	4745	1320	3	12	2006	3	15	9
1510	6058	2572	1	12	2006	4	15	23
1510	43679	2572	1	12	2006	4	15	33
1510	43679	7817	1	12	2006	4	15	29
1547	49272	525	1	12	2006	0	3	42
1600	55908	622	12	7	2008	3	12	0
1600	59594	7	12	7	2008	3	12	30
1600	59594	729	12	7	2008	3	12	28
1632	342	6633	11	9	2006	7	31	40
1632	2357	2743	9	8	2006	5	23	54
1632	2959	6631	23	10	2007	8	40	38
1632	4878	6633	11	9	2006	7	29	23
1632	6016	2743	9	8	2006	5	24	20
1632	7297	6633	11	9	2006	7	30	26
1632	7382	6632	29	7	2008	6	45	58
1632	7773	6633	11	9	2006	7	30	5
1632	8376	6633	11	9	2006	7	31	54
1632	33896	6633	8	2	2007	7	13	34
1632	34072	6633	11	9	2006	7	29	30
1632	34542	6633	11	9	2006	7	30	21
1632	36527	6633	11	9	2006	7	31	46
1632	38061	6633	9	8	2006	5	33	17
1632	38886	6633	9	8	2006	5	33	4
1632	39183	6633	11	9	2006	7	30	17
1632	40278	6629	31	7	2007	6	39	36
1632	40583	6633	11	9	2006	7	29	44
1632	41716	6633	11	9	2006	7	30	50
1632	42718	6633	11	9	2006	7	26	5
1632	43460	6633	11	9	2006	7	30	38
1632	44191	6633	11	9	2006	7	31	20
1632	44195	6633	11	9	2006	7	29	50
1632	44199	6633	11	9	2006	7	31	29
1632	44709	6633	11	9	2006	7	30	58
1632	45186	6633	11	9	2006	7	31	35
1632	45447	6631	8	4	2007	4	5	17
1632	45499	6633	11	9	2006	7	30	32
1632	46530	6633	9	8	2006	5	25	24
1632	46578	6633	11	9	2006	7	27	33
1632	46948	6633	9	8	2006	5	25	41
1632	46976	6631	28	5	2007	0	45	59
1632	47629	6631	2	5	2007	2	2	45
1632	48082	6631	8	4	2007	4	5	53
1632	48774	6631	8	4	2007	4	8	31
1632	49272	6631	8	4	2007	4	6	42
1632	49312	6631	26	11	2007	4	44	27
1632	49347	6631	15	7	2007	5	58	58
1632	51084	6631	23	5	2007	3	40	9
1632	51662	6631	8	4	2007	4	5	37
1632	52885	6631	31	12	2007	4	9	32
1632	53000	6631	13	5	2007	3	55	6
1632	53322	6631	12	8	2007	23	14	2
1632	53894	6631	3	7	2007	5	11	5
1632	55276	6630	19	4	2008	21	2	40
1632	55820	6631	26	11	2007	4	45	9
1652	1590	838	4	9	2007	7	23	46
1663	546	1500	4	9	2007	7	46	24
1663	546	2206	4	9	2007	7	46	24
1663	546	5372	4	9	2007	7	46	24
1663	1091	1480	4	9	2007	7	47	31
1663	2125	1222	4	9	2007	7	45	21
1663	2126	418	4	9	2007	7	48	23
1663	2137	1809	4	9	2007	7	45	19
1663	2137	6660	4	9	2007	7	45	19
1663	2384	1876	4	9	2007	7	46	42
1663	3263	1480	4	9	2007	7	46	24
1663	4015	55	4	9	2007	7	49	52
1663	4015	4725	4	9	2007	7	49	52
1663	4343	119	4	9	2007	7	51	28
1663	4343	1803	4	9	2007	7	51	28
1663	4343	6231	4	9	2007	7	51	28
1663	5064	459	4	9	2007	7	49	12
1663	5064	647	4	9	2007	7	49	12
1663	5064	6661	4	9	2007	7	49	12
1663	5528	506	4	9	2007	7	51	52
1663	5528	699	4	9	2007	7	51	52
1663	5528	742	4	9	2007	7	51	52
1663	35836	7	4	9	2007	7	50	50
1663	35836	647	4	9	2007	7	50	50
1713	5620	647	20	9	2007	14	48	24
1713	5620	1729	20	9	2007	14	48	24
1713	5620	4160	20	9	2007	14	48	23
1713	5620	4162	20	9	2007	14	48	24
1713	6885	1239	20	9	2007	14	29	39
1713	6885	4161	20	9	2007	14	30	16
1713	6885	4163	20	9	2007	14	30	0
1724	2967	4079	20	12	2007	17	23	1
1724	31804	892	6	3	2006	1	51	55
1724	51709	4078	12	2	2008	0	37	29
1728	8371	4077	21	8	2008	11	11	34
1751	11	892	17	1	2006	21	15	29
1751	17	292	17	1	2006	21	3	10
1751	18	2241	17	1	2006	20	48	44
1751	29	4856	17	1	2006	20	19	24
1751	32	1304	17	1	2006	20	9	50
1751	39	1450	17	1	2006	20	19	30
1751	52	61	17	1	2006	20	19	47
1751	74	892	17	1	2006	20	54	27
1751	104	4861	17	1	2006	21	2	46
1751	215	892	17	1	2006	21	2	29
1751	235	337	17	1	2006	20	57	34
1751	260	4616	17	1	2006	20	5	28
1751	296	2241	17	1	2006	20	2	4
1751	348	61	17	1	2006	20	20	11
1751	364	900	17	1	2006	20	20	37
1751	480	4858	17	1	2006	20	37	5
1751	508	4855	17	1	2006	20	20	53
1751	509	892	17	1	2006	20	49	16
1751	524	196	17	1	2006	20	38	3
1751	527	4858	17	1	2006	20	9	11
1751	539	892	17	1	2006	21	3	30
1751	587	892	17	1	2006	20	48	46
1751	588	900	17	1	2006	20	20	2
1751	592	186	17	1	2006	21	16	31
1751	593	4855	17	1	2006	20	9	29
1751	595	900	17	1	2006	20	20	6
1751	597	892	17	1	2006	20	37	58
1751	903	1123	17	1	2006	20	9	53
1751	904	1123	17	1	2006	20	2	38
1751	908	1123	17	1	2006	20	8	45
1751	919	605	17	1	2006	20	9	55
1751	928	1123	17	1	2006	20	8	57
1751	930	1123	17	1	2006	20	8	48
1751	931	1123	17	1	2006	20	38	25
1751	953	605	17	1	2006	20	8	41
1751	965	1123	17	1	2006	20	21	16
1751	1035	605	17	1	2006	20	9	43
1751	1073	605	17	1	2006	20	22	17
1751	1077	61	17	1	2006	20	9	38
1751	1078	61	17	1	2006	20	37	38
1751	1080	1304	17	1	2006	20	21	55
1751	1097	4858	17	1	2006	20	21	36
1751	1101	892	17	1	2006	21	16	49
1751	1131	1176	17	1	2006	21	3	55
1751	1132	1176	17	1	2006	21	4	1
1751	1136	1304	17	1	2006	20	12	31
1751	1172	427	17	1	2006	20	58	12
1751	1175	4856	17	1	2006	20	12	21
1751	1196	4616	17	1	2006	20	5	17
1751	1198	4616	17	1	2006	20	5	0
1751	1199	1304	17	1	2006	20	4	45
1751	1204	605	17	1	2006	20	21	47
1751	1207	605	17	1	2006	20	7	3
1751	1210	4616	17	1	2006	20	39	2
1751	1211	4862	17	1	2006	20	58	27
1751	1219	1123	17	1	2006	20	12	37
1751	1233	4862	17	1	2006	20	58	5
1751	1234	605	17	1	2006	20	12	43
1751	1237	4863	17	1	2006	21	5	19
1751	1249	1176	17	1	2006	21	4	32
1751	1250	605	17	1	2006	20	6	48
1751	1252	605	17	1	2006	20	22	28
1751	1259	189	17	1	2006	21	5	24
1751	1262	605	17	1	2006	20	6	54
1751	1267	605	17	1	2006	20	6	28
1751	1274	740	17	1	2006	20	51	56
1751	1276	605	17	1	2006	20	12	14
1751	1278	1452	17	1	2006	20	59	8
1751	1282	900	17	1	2006	20	22	35
1751	1288	4857	17	1	2006	20	39	10
1751	1291	4616	17	1	2006	20	22	59
1751	1300	4863	17	1	2006	21	5	1
1751	1302	196	17	1	2006	21	4	35
1751	1306	4862	17	1	2006	21	17	26
1751	1307	892	17	1	2006	20	59	1
1751	1345	189	17	1	2006	21	5	45
1751	1387	4858	17	1	2006	20	23	36
