movieID	country
469	Portugal
470	USA
471	UK
472	USA
473	USA
474	USA
475	Ireland
476	USA
477	USA
478	USA
479	USA
480	USA
481	USA
482	France
483	USA
484	USA
485	USA
486	USA
487	USA
488	USA
489	France
490	Canada
491	USA
492	USA
493	USA
494	USA
495	Japan
496	USA
497	UK
498	USA
499	USA
500	USA
501	UK
502	USA
503	USA
504	USA
505	USA
506	UK
507	USA
508	USA
509	Australia
510	USA
511	USA
512	USA
513	USA
514	USA
515	UK
516	USA
517	USA
518	USA
519	USA
520	France
521	UK
522	Australia
523	USA
524	USA
525	USA
526	France
527	USA
528	USA
529	USA
530	USA
531	USA
532	USA
533	Japan
534	UK
535	USA
536	USA
537	Japan
538	USA
539	USA
540	USA
541	USA
542	USA
543	USA
544	USA
545	Italy
546	UK
547	USA
548	USA
549	Portugal
550	USA
551	USA
552	Austria
553	USA
554	USA
555	USA
556	UK
558	USA
559	France
560	USA
561	USA
562	USA
563	Belgium
564	South Korea
565	Mexico
566	USA
567	Spain
568	UK
569	USA
570	Denmark
571	UK
572	Netherlands
573	Italy
574	USA
575	USA
577	USA
579	Italy
580	UK
581	France
582	France
583	Italy
585	USA
586	USA
587	USA
588	USA
589	USA
590	USA
591	USA
592	USA
593	USA
594	USA
595	USA
596	USA
597	USA
598	Russia
599	USA
600	USA
602	USA
603	USA
605	USA
606	USA
608	USA
609	USA
610	Canada
611	USA
612	USA
613	UK
614	USA
615	Italy
616	USA
617	Spain
618	Spain
619	USA
620	Germany
621	France
623	USA
624	Finland
625	Tunisia
626	USA
627	USA
628	USA
629	UK
630	USA
631	USA
632	UK
633	USA
634	USA
635	USA
636	Sweden
637	USA
638	France
639	USA
640	USA
641	France
643	Germany
645	France
647	USA
648	Germany
649	USA
650	USA
651	Germany
652	South Korea
653	USA
655	Germany
656	USA
658	Australia
659	France
660	USA
661	UK
662	USA
663	Canada
664	USA
665	France
666	Sweden
667	USA
668	India
670	India
671	USA
673	USA
674	France
678	USA
679	Ireland
680	France
681	France
682	Brazil
683	France
685	USA
687	Australia
688	USA
690	Germany
691	USA
692	Mexico
693	Israel
694	USA
695	USA
696	UK
697	USA
698	USA
700	USA
701	Belgium
702	USA
703	UK
704	USA
705	Italy
706	USA
707	USA
708	USA
709	USA
710	USA
711	USA
712	France
713	Argentina
714	USA
715	France
716	USA
717	Spain
718	France
719	USA
720	UK
722	USA
724	USA
725	USA
726	USA
727	USA
728	UK
729	UK
730	USA
731	USA
733	USA
734	UK
735	Italy
736	USA
737	USA
738	France
741	Japan
742	USA
743	USA
744	UK
745	UK
746	USA
747	UK
748	USA
750	UK
751	Canada
753	UK
754	Canada
755	USA
756	UK
757	Hong Kong
759	USA
760	Germany
761	USA
762	USA
763	Denmark
764	USA
765	USA
766	UK
767	USA
769	UK
771	France
774	Burkina Faso
775	France
778	UK
779	USA
780	USA
781	Italy
782	USA
783	USA
784	USA
785	USA
786	USA
787	USA
788	USA
789	Argentina
791	USA
792	Hungary
793	France
795	USA
796	USA
798	USA
799	New Zealand
800	USA
801	USA
802	USA
803	UK
804	USA
805	USA
806	UK
807	France
808	Canada
809	USA
810	USA
813	USA
814	USA
815	USA
818	USA
820	France
821	USA
823	France
824	West Germany
827	Portugal
828	UK
829	USA
830	USA
831	UK
832	USA
833	USA
834	USA
835	USA
836	USA
837	USA
838	UK
839	USA
840	USA
841	France
842	USA
844	China
845	Hong Kong
846	USA
847	USA
848	USA
849	USA
850	Vietnam
851	USA
852	USA
853	Australia
858	USA
860	Germany
861	Hong Kong
862	USA
864	USA
865	UK
866	USA
867	USA
868	Australia
869	France
870	USA
872	Taiwan
875	USA
876	Hong Kong
877	USA
879	USA
880	USA
881	USA
882	USA
884	USA
885	USA
886	USA
887	USA
888	USA
889	Germany
891	USA
892	UK
893	USA
896	France
897	USA
898	USA
899	USA
900	USA
901	USA
902	USA
903	USA
904	USA
905	USA
906	USA
907	USA
908	USA
909	USA
910	USA
911	USA
912	USA
913	USA
914	USA
915	USA
916	USA
917	USA
918	USA
919	USA
920	USA
921	USA
922	USA
923	USA
924	UK
925	USA
926	USA
927	USA
928	USA
929	USA
930	USA
931	USA
932	USA
933	USA
934	USA
935	USA
936	USA
937	USA
938	USA
939	USA
940	USA
941	USA
942	USA
943	USA
944	USA
945	USA
946	USA
947	USA
948	USA
949	USA
950	USA
951	USA
952	USA
953	USA
954	USA
955	USA
956	USA
957	USA
958	USA
959	USA
960	USA
961	USA
963	USA
964	USA
965	UK
966	USA
967	UK
968	USA
969	UK
970	UK
971	USA
972	USA
973	USA
974	Italy
976	USA
980	Hong Kong
981	USA
982	USA
983	UK
984	France
985	
986	USA
987	USA
988	USA
989	Germany
990	USA
991	UK
992	USA
993	USA
994	USA
996	USA
997	USA
998	USA
999	USA
1000	USA
1001	USA
1002	USA
1003	USA
1004	USA
1005	USA
1006	USA
1007	USA
1008	USA
1009	USA
1010	USA
1011	USA
1012	USA
1013	USA
1014	USA
1015	USA
1016	USA
1017	USA
1018	USA
1019	USA
1020	USA
1021	USA
1022	USA
1023	USA
1024	USA
1025	USA
1026	USA
1027	USA
1028	USA
1029	USA
1030	USA
1031	USA
1032	USA
1033	USA
1034	USA
1035	USA
1036	USA
1037	UK
1038	France
1039	USA
1040	UK
1041	France
1042	USA
1043	USA
1044	USA
1045	USA
1046	UK
1047	USA
1049	USA
1050	USA
1051	USA
1053	USA
1054	USA
1055	USA
1056	UK
1057	USA
1058	Cuba
1059	USA
1060	USA
1061	USA
1062	USA
1063	USA
1064	USA
1066	USA
1067	USA
1068	USA
1069	USA
1070	USA
1071	Canada
1073	USA
1076	USA
1077	USA
1078	USA
1079	USA
1080	UK
1081	UK
1082	USA
1083	USA
1084	USA
1085	USA
1086	USA
1087	USA
1088	USA
1089	USA
1090	UK
1091	USA
1092	USA
1093	USA
1094	UK
1095	USA
1096	UK
1097	USA
1098	USA
1099	UK
1100	USA
1101	USA
1102	USA
1103	USA
1104	USA
1105	USA
1107	USA
1111	France
1112	USA
1113	USA
1114	USA
1115	USA
1116	France
1117	Belgium
1119	USA
1120	USA
1121	USA
1123	USA
1124	UK
1125	UK
1126	USA
1127	USA
1128	USA
1129	UK
1130	USA
1131	France
1132	Italy
1133	USA
1135	USA
1136	UK
1137	Germany
1138	USA
1139	USA
1140	USA
1142	USA
1143	France
1144	USA
1146	Canada
1147	USA
1148	UK
1149	France
1150	France
1151	USA
1152	USA
1153	USA
1154	USA
1156	Italy
1157	France
1161	West Germany
1162	UK
1163	Netherlands
1164	France
1167	USA
1168	USA
1169	Canada
1170	USA
1171	USA
1172	Italy
1173	France
1174	France
1175	France
1176	France
1177	UK
1178	USA
1179	USA
1180	Ireland
1183	USA
1184	Italy
1185	Ireland
1186	USA
1187	USA
1188	Australia
1189	USA
1190	Spain
1191	USA
1192	USA
1193	USA
1194	USA
1196	USA
1197	USA
1198	USA
1199	UK
1200	USA
1201	Italy
1202	UK
1203	USA
1204	UK
1206	UK
1207	USA
1208	USA
1209	Italy
1210	USA
1211	West Germany
1212	UK
1213	USA
1214	USA
1215	USA
1216	France
1217	Japan
1218	Hong Kong
1219	USA
1220	USA
1221	USA
1222	UK
1223	UK
1224	UK
1225	USA
1226	USA
1227	Italy
1228	USA
1230	USA
1231	USA
1232	West Germany
1233	West Germany
1234	USA
1235	USA
1236	USA
1237	Sweden
1238	UK
1240	USA
1241	New Zealand
1242	USA
1243	UK
1244	USA
1245	USA
1246	USA
1247	USA
1248	USA
1249	Canada
1250	UK
1251	Italy
1252	USA
1253	USA
1254	USA
1255	New Zealand
1256	USA
1257	USA
1258	UK
1259	USA
1260	Germany
1261	USA
1262	USA
1263	USA
1264	France
1265	USA
1266	USA
1267	USA
1268	Canada
1269	USA
1270	USA
1271	USA
1272	USA
1273	USA
1274	Japan
1275	USA
1276	USA
1277	USA
1278	USA
1279	France
1280	China
1281	USA
1282	USA
1283	USA
1284	USA
1285	USA
1286	USA
1287	USA
1288	USA
1289	USA
1290	USA
1291	USA
1292	USA
1293	UK
1295	USA
1296	UK
1297	USA
1298	UK
1299	UK
1300	Sweden
1301	USA
1302	USA
1303	UK
1304	USA
1305	West Germany
1306	Germany
1307	USA
1310	USA
1311	USA
1312	Germany
1313	USA
1314	USA
1317	USA
1318	UK
1320	USA
1321	UK
1322	USA
1323	USA
1324	USA
1325	USA
1326	Mexico
1327	USA
1328	Canada
1329	Italy
1330	USA
1331	USA
1332	USA
1333	USA
1334	USA
1335	USA
1336	USA
1337	USA
1339	USA
1340	USA
1341	USA
1342	USA
1343	USA
1344	USA
1345	USA
1346	USA
1347	USA
1348	Germany
1349	Italy
1350	UK
1351	USA
1352	USA
1353	USA
1354	Denmark
1355	Russia
1356	USA
1357	Australia
1358	USA
1359	USA
1361	USA
1363	USA
1364	Norway
1365	France
1366	USA
1367	USA
1369	France
1370	USA
1371	USA
1372	USA
1373	USA
1374	USA
1375	USA
1376	USA
1377	USA
1378	USA
1379	USA
1380	USA
1381	USA
1382	USA
1383	USA
1384	USA
1385	France
1386	USA
1387	USA
1388	USA
1389	USA
1390	USA
1391	USA
1392	USA
1393	USA
1394	USA
1395	USA
1396	USA
1397	USA
1398	USA
1399	USA
1401	USA
1404	USA
1405	USA
1406	France
1407	USA
1408	USA
1409	USA
1410	USA
1411	UK
1412	Ireland
1413	USA
1414	UK
1415	France
1416	USA
1417	UK
1419	UK
1420	USA
1421	USA
1422	USA
1423	USA
1425	UK
1426	USA
1427	USA
1428	Australia
1429	Australia
1430	UK
1431	USA
1432	USA
1433	USA
1434	USA
1437	France
1438	USA
1439	USA
1440	USA
1441	USA
1442	USA
1444	Cuba
1445	USA
1446	Czech Republic
1447	USA
1449	USA
1450	Russia
1453	USA
1454	USA
1455	Australia
1456	USA
1457	USA
1458	USA
1459	USA
1460	USA
1461	USA
1463	USA
1464	France
1465	USA
1466	USA
1468	USA
1471	USA
1472	USA
1473	USA
1474	USA
1475	UK
1476	USA
1477	USA
1479	USA
1480	Denmark
1482	USA
1483	USA
1484	Canada
1485	USA
1486	Australia
1487	USA
1488	USA
1489	USA
1490	USA
1493	Australia
1495	USA
1496	USA
1497	USA
1498	USA
1499	USA
1500	USA
1501	USA
1502	USA
1503	USA
1504	UK
1507	Australia
1508	USA
1509	Canada
1510	USA
1511	France
1513	USA
1514	China
1515	USA
1516	Australia
1517	USA
1518	Spain
1519	USA
1520	USA
1522	USA
1523	USA
1525	USA
1526	USA
1527	France
1528	UK
1529	Germany
1531	USA
1532	USA
1533	Belgium
1534	France
1535	USA
1537	Japan
1538	USA
1539	UK
1541	USA
1542	UK
1543	UK
1544	USA
1545	France
1546	USA
1547	USA
1548	USA
1549	UK
1550	USA
1551	USA
1552	USA
1554	France
1555	France
1556	USA
1558	USA
1561	USA
1562	USA
1563	USA
1564	USA
1565	USA
1566	USA
1567	USA
1568	USA
1569	USA
1570	Japan
1571	France
1572	France
1573	USA
1574	USA
1575	Iran
1580	USA
1581	USA
1582	USA
1583	USA
1584	USA
1585	Australia
1586	USA
1587	USA
1588	USA
1589	USA
1590	UK
1591	USA
1592	USA
1593	USA
1594	Canada
1595	USA
1596	UK
1597	USA
1598	USA
1599	USA
1600	France
1601	USA
1602	USA
1603	USA
1604	USA
1605	USA
1606	USA
1608	USA
1609	USA
1610	USA
1611	USA
1612	USA
1613	USA
1614	USA
1615	USA
1616	USA
1617	USA
1619	USA
1620	USA
1621	USA
1622	USA
1623	USA
1624	USA
1625	USA
1626	USA
1627	France
1628	USA
1629	Ireland
1631	Canada
1632	USA
1633	USA
1635	USA
1636	USA
1639	USA
1640	USA
1641	UK
1642	UK
1643	UK
1644	USA
1645	USA
1646	USA
1647	USA
1648	USA
1649	USA
1650	USA
1651	USA
1652	USA
1653	USA
1654	UK
1655	USA
1656	UK
1657	USA
1658	UK
1659	USA
1660	USA
1661	USA
1662	USA
1663	USA
1665	UK
1666	USA
1667	USA
1668	USA
1669	UK
1670	UK
1671	USA
1672	USA
1673	USA
1674	USA
1675	USA
1676	USA
1677	Australia
1678	USA
1679	USA
1680	UK
1681	USA
1682	USA
1683	USA
1684	UK
1685	France
1686	USA
1687	USA
1688	USA
1689	USA
1690	USA
1692	USA
1693	USA
1694	USA
1695	France
1696	UK
1698	Canada
1699	USA
1701	USA
1702	USA
1703	USA
1704	USA
1707	USA
1708	USA
1709	USA
1710	USA
1711	USA
1713	USA
1714	USA
1715	USA
1716	USA
1717	USA
1719	Canada
1720	USA
1721	USA
1722	UK
1723	USA
1725	Canada
1726	USA
1727	USA
1728	UK
1729	USA
1730	USA
1731	USA
1732	USA
1733	USA
1734	France
1735	USA
1739	USA
1740	Canada
1742	USA
1743	USA
1744	USA
1746	USA
1747	USA
1748	Australia
1749	UK
1750	USA
1752	
1753	USA
1754	USA
1755	UK
1756	USA
1757	Hong Kong
1759	Brazil
1760	UK
1762	USA
1765	USA
1767	USA
1769	USA
1770	UK
1771	USA
1772	USA
1773	Japan
1774	UK
1776	USA
1777	USA
1779	USA
1780	USA
1781	UK
1782	USA
1783	Germany
1784	USA
1785	Italy
1788	USA
1789	Canada
1791	USA
1792	USA
1793	Australia
1794	UK
1795	Mexico
1796	USA
1797	USA
1798	USA
1799	USA
1801	UK
1804	USA
1805	USA
1806	USA
1807	USA
1809	Japan
1810	France
1811	USA
1812	USA
1814	UK
1815	USA
1816	USA
1817	USA
1819	USA
1820	Australia
1821	USA
1822	USA
1824	USA
1825	USA
1826	USA
1827	USA
1829	France
1831	USA
1832	Australia
1833	USA
1834	USA
1835	Germany
1836	USA
1837	USA
1839	USA
1840	USA
1841	USA
1842	USA
1843	USA
1844	France
1845	USA
1846	UK
1848	UK
1849	USA
1850	USA
1851	USA
1853	USA
1854	USA
1855	USA
1856	UK
1857	USA
1858	Hong Kong
1859	Iran
1860	Netherlands
1861	Norway
1862	USA
1863	USA
1864	USA
1865	USA
1866	USA
1867	USA
1869	USA
1870	USA
1871	France
1872	UK
1873	UK
1874	USA
1875	UK
1876	USA
1877	Canada
1878	USA
1879	UK
1880	UK
1881	USA
1882	USA
1883	USA
1884	USA
1885	USA
1886	USA
1887	USA
1888	USA
1889	USA
1890	USA
1891	USA
1892	USA
1893	Germany
1894	USA
1895	USA
1896	UK
1897	Canada
1898	UK
1899	USA
1900	Iran
1901	USA
1902	USA
1903	USA
1904	USA
1906	USA
1907	USA
1908	UK
1909	USA
1910	Ireland
1911	USA
1912	USA
1913	Australia
1914	Canada
1915	Portugal
1916	USA
1917	USA
1918	USA
1919	France
1920	USA
1921	USA
1922	USA
1923	USA
1924	USA
1925	West Germany
1926	USA
1927	USA
1928	USA
1929	USA
1930	USA
1931	USA
1932	USA
1933	USA
1934	USA
1935	USA
1936	USA
1937	USA
1938	USA
1939	USA
1940	USA
1941	UK
1942	Germany
1943	USA
1944	USA
1945	USA
1946	USA
1947	USA
1948	UK
1949	UK
1950	USA
1951	UK
1952	USA
1953	USA
1954	USA
1955	USA
1956	USA
1957	UK
1958	USA
1959	USA
1960	China
1961	USA
1962	USA
1963	USA
1964	USA
1965	USA
1966	USA
1967	UK
1968	USA
1969	USA
1970	USA
1971	USA
1972	USA
1973	USA
1974	USA
1975	USA
1976	USA
1977	USA
1978	USA
1979	USA
1980	USA
1981	USA
1982	USA
1983	USA
1984	USA
1985	USA
1986	USA
1987	USA
1988	Canada
1989	Canada
1990	Canada
1991	Canada
1992	USA
1993	UK
1994	USA
1995	USA
1996	USA
1997	USA
1998	USA
1999	USA
2000	USA
2001	USA
2002	USA
2003	USA
2004	USA
2005	USA
2006	USA
2007	USA
2008	USA
2009	USA
2010	Germany
2011	USA
2012	USA
2013	USA
2014	USA
2015	USA
2016	USA
2017	USA
2018	USA
2019	Japan
2020	USA
2021	USA
2022	USA
2023	USA
2024	USA
2025	UK
2026	Australia
2027	USA
2028	USA
2029	USA
2030	China
2031	USA
2032	USA
2033	USA
2034	USA
2035	USA
2036	USA
2037	UK
2038	USA
2039	USA
2040	USA
2041	UK
2042	USA
2043	USA
2044	USA
2045	USA
2046	USA
2047	USA
2048	USA
2049	USA
2050	USA
2051	USA
2052	USA
2053	USA
2054	USA
2055	USA
2056	USA
2057	USA
2058	Germany
2059	USA
2060	USA
2061	USA
2062	UK
2063	France
2064	USA
2065	USA
2066	USA
2067	USA
2068	Sweden
2069	USA
2070	USA
2071	USA
2072	USA
2073	USA
2074	Italy
2075	West Germany
2076	USA
2077	USA
2078	USA
2079	India
2080	USA
2081	USA
2082	USA
2083	USA
2084	USA
2085	USA
2086	Canada
2087	Australia
2088	USA
2089	USA
2090	USA
2091	USA
2092	USA
2093	UK
2094	USA
2095	USA
2096	USA
2097	USA
2098	USA
2099	USA
2100	USA
2101	USA
2102	USA
2103	USA
2104	USA
2105	USA
2106	USA
2107	USA
2108	USA
2109	USA
2110	USA
2111	USA
2112	USA
2113	USA
2114	USA
2115	USA
2116	USA
2117	UK
2118	Canada
2119	USA
2120	USA
2121	USA
2122	USA
2123	Ireland
2124	USA
2125	USA
2126	USA
2127	USA
2128	USA
2129	Germany
2130	Canada
2131	France
2132	USA
2133	USA
2134	USA
2135	USA
2136	USA
2137	USA
2138	UK
2139	USA
2140	USA
2141	USA
2142	USA
2143	USA
2144	USA
2145	USA
2146	USA
2147	USA
2148	USA
2149	USA
2150	Botswana
2151	South Africa
2152	USA
2154	USA
2155	USA
2156	Italy
2157	France
2158	USA
2159	USA
2160	USA
2161	Germany
2162	USA
2163	USA
2164	USA
2165	USA
2166	USA
2167	USA
2168	USA
2169	USA
2170	Germany
2171	USA
2172	Italy
2173	Australia
2174	USA
2175	USA
2176	USA
2177	USA
2178	UK
2179	USA
2180	USA
2181	USA
2182	USA
2183	USA
2184	USA
2185	USA
2186	USA
2187	UK
2188	USA
2189	USA
2190	USA
2191	UK
2192	France
2193	USA
2194	USA
2195	Canada
2196	Aruba
2197	UK
2199	USA
2200	UK
2201	USA
2202	USA
2203	USA
2204	USA
2205	USA
2206	France
2207	UK
2208	UK
2209	UK
2210	UK
2211	UK
2212	USA
2214	UK
2215	UK
2216	UK
2218	UK
2219	USA
2220	UK
2221	UK
2222	UK
2223	UK
2225	UK
2226	USA
2227	USA
2229	UK
2231	USA
2232	Canada
2233	USA
2234	USA
2235	Spain
2236	USA
2237	USA
2238	Italy
2239	Italy
2240	USA
2241	USA
2242	USA
2243	USA
2244	USA
2245	USA
2246	USA
2247	USA
2248	USA
2249	USA
2250	USA
2251	France
2252	USA
2253	USA
2255	USA
2256	USA
2257	USA
2258	Hong Kong
2259	USA
2260	UK
2261	USA
2262	Canada
2263	USA
2264	USA
2265	USA
2266	USA
2267	USA
2268	USA
2269	USA
2270	USA
2271	USA
2272	USA
2273	USA
2275	USA
2276	France
2278	UK
2279	USA
2280	Germany
2281	USA
2282	USA
2283	UK
2284	India
2285	UK
2286	USA
2287	France
2288	USA
2289	USA
2290	USA
2291	USA
2292	USA
2293	USA
2294	USA
2295	USA
2296	USA
2297	USA
2298	USA
2299	UK
2300	USA
2301	USA
2302	USA
2303	USA
2304	UK
2305	USA
2306	USA
2307	USA
2308	USA
2310	USA
2311	USA
2312	USA
2313	USA
2314	USA
2315	Canada
2316	USA
2317	USA
2318	USA
2319	USA
2320	USA
2321	USA
2322	UK
2323	USA
2324	Italy
2325	USA
2326	USA
2327	USA
2328	USA
2329	USA
2330	USA
2331	USA
2332	Jamaica
2333	UK
2334	USA
2335	USA
2336	UK
2337	UK
2338	USA
2339	USA
2340	USA
2341	Ireland
2342	Canada
2343	USA
2344	USA
2345	USA
2346	USA
2347	USA
2348	UK
2349	USA
2350	USA
2351	Italy
2352	USA
2353	USA
2354	USA
2355	USA
2356	USA
2357	Brazil
2358	USA
2359	UK
2360	Denmark
2361	USA
2362	USA
2363	Japan
2364	USA
2365	USA
2366	New Zealand
2367	New Zealand
2368	USA
2369	USA
2370	UK
2371	USA
2372	USA
2373	USA
2374	USA
2375	USA
2376	UK
2377	UK
2378	USA
2379	USA
2380	USA
2381	USA
2382	USA
2383	USA
2384	Australia
2385	USA
2386	USA
2387	USA
2388	Italy
2389	USA
2390	UK
2391	France
2392	USA
2393	USA
2394	USA
2395	USA
2396	USA
2397	USA
2398	USA
2399	UK
2400	USA
2401	USA
2402	USA
2403	USA
2404	USA
2405	USA
2406	Mexico
2407	USA
2408	USA
2409	USA
2410	USA
2411	USA
2412	USA
2413	USA
2414	USA
2415	USA
2416	USA
2417	USA
2418	USA
2419	USA
2420	USA
2421	USA
2422	USA
2423	USA
2424	USA
2425	USA
2426	UK
2427	USA
2428	USA
2429	USA
2430	USA
2431	USA
2432	USA
2433	USA
2434	USA
2435	USA
2436	Italy
2437	UK
2439	USA
2440	USA
2441	USA
2442	UK
2443	UK
2444	UK
2445	USA
2446	USA
2447	USA
2448	USA
2449	USA
2450	USA
2451	Spain
2452	USA
2453	USA
2454	USA
2455	USA
2456	USA
2457	Germany
2458	USA
2459	USA
2460	USA
2461	USA
2462	USA
2463	USA
2464	Canada
2465	USA
2466	USA
2467	France
2468	USA
2469	USA
2470	Australia
2471	Australia
2472	USA
2473	USA
2474	USA
2475	USA
2476	USA
2477	USA
2478	USA
2479	USA
2480	France
2481	Spain
2482	UK
2483	Spain
2485	USA
2486	USA
2487	USA
2488	UK
2489	Spain
2490	USA
2491	Germany
2492	USA
2493	Germany
2494	USA
2495	France
2496	USA
2497	USA
2498	USA
2499	USA
2500	USA
2501	USA
2502	USA
2503	Iran
2504	USA
2505	USA
2506	USA
2507	USA
2508	USA
2509	USA
2510	France
2511	USA
2512	Japan
2513	USA
2514	USA
2515	USA
2516	USA
2517	USA
2518	USA
2519	USA
2520	USA
2521	USA
2522	USA
2523	USA
2524	USA
2525	USA
2526	USA
2527	USA
2528	USA
2529	USA
2530	USA
2531	USA
2532	USA
2533	USA
2534	Canada
2535	USA
2536	USA
2537	USA
2538	USA
2539	USA
2540	USA
2541	USA
2542	UK
2543	USA
2544	France
2545	USA
2546	USA
2548	USA
2549	USA
2550	USA
2551	Canada
2552	USA
2553	USA
2554	UK
2555	USA
2556	USA
2557	France
2558	USA
2559	USA
2560	Czech Republic
2561	USA
2562	USA
2563	USA
2565	USA
2566	USA
2567	USA
2568	USA
2569	UK
2570	USA
2571	USA
2572	USA
2573	Spain
2574	USA
2575	France
2576	France
2577	Spain
2578	USA
2579	UK
2580	USA
2581	USA
2582	Hong Kong
2583	USA
2584	USA
2585	Spain
2586	USA
2587	USA
2589	USA
2590	UK
2591	France
2593	Italy
2594	Spain
2595	Poland
2596	USA
2597	USA
2598	USA
2599	USA
2600	Canada
2601	Australia
2602	Hong Kong
2603	USA
2604	Canada
2605	USA
2606	USA
2607	UK
2609	China
2610	Vietnam
2611	UK
2612	USA
2613	USA
2614	USA
2615	USA
2616	USA
2617	USA
2618	Australia
2619	Belgium
2620	Ireland
2621	Hong Kong
2622	Italy
2623	USA
2624	Japan
2625	Hong Kong
2626	USA
2627	USA
2628	USA
2629	USA
2630	Italy
2631	USA
2632	Poland
2633	USA
2634	USA
2635	USA
2636	USA
2637	USA
2638	USA
2639	USA
2640	UK
2641	USA
2642	UK
2643	UK
2644	USA
2646	USA
2647	USA
2648	USA
2649	USA
2650	USA
2651	USA
