45;0;0;0;3;2;3;2;10;1;2;0;1;3;14000;5;5;5;5;4;1;1;1;1;1;0;0;0;0;0;0;0;13000;6;1500;0;0;173;120;1;0;1;1;1;5;0;0;0;0;NaN
32;0;0;0;0;0;0;3;6;1;2;0;1;3;10000;3;3;3;3;1;1;1;1;1;1;0;1;1;0;0;0;0;7300;6;3000;0;1;8;108;0;0;1;1;1;5;0;0;0;0;NaN
33;0;0;0;1;1;0;0;7;0;1;0;1;3;8000;18;18;18;18;1;1;1;1;1;1;0;0;0;1;0;0;0;12646;6;1500;0;1;135;24;1;0;1;1;1;6;0;0;0;0;NaN
38;0;0;0;1;1;0;3;0;0;1;0;1;3;13000;19;19;19;19;6;1;1;1;1;1;1;0;0;0;0;0;0;14619;6;1625;0;1;240;18;0;0;1;1;1;7;1;1;2742,25;2742,25;NaN
27;0;0;0;0;0;3;0;0;2;0;0;1;4;12500;20;20;20;20;8;0;0;1;0;1;0;1;1;0;0;0;0;3909;3;690;0;1;36;60;1;1;1;1;1;3;1;1;1411,31;1411,31;NaN
31;0;0;0;1;1;0;0;4;1;2;0;1;4;12000;21;21;21;21;5;1;1;1;1;1;0;0;0;0;0;0;0;30198;6;5752;0;1;163;15;0;0;1;1;1;6;2;1;5760;5760;NaN
40;0;0;1;1;1;0;0;4;0;0;0;1;4;20000;22;22;22;22;8;0;1;0;0;0;0;0;0;0;0;0;0;3390;6;400;0;0;24;2;1;0;1;1;1;4;0;0;0;0;NaN
63;1;1;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;2;5000;23;23;23;23;3;1;1;1;1;1;0;0;0;0;0;0;0;8000;3;5300;0;1;132;NaN;0;0;0;1;1;3;0;0;0;0;NaN
40;0;0;0;3;2;0;0;7;0;2;0;1;4;11000;20;20;20;20;8;1;1;1;1;1;0;1;1;0;0;0;0;3307;4;583;0;1;1;96;1;0;1;1;1;4;0;0;0;0;NaN
27;0;0;1;1;1;3;0;3;2;2;0;1;3;15000;22;22;22;22;8;1;1;1;1;0;0;0;0;0;0;0;0;3490;3;4500;0;0;156;108;1;0;1;1;1;3;0;0;0;0;NaN
49;0;0;0;2;0;0;3;0;0;0;0;1;2;5000;3;3;3;3;1;1;1;1;1;1;0;0;0;1;0;0;0;9991;6;309;0;1;228;20;1;0;1;1;1;6;0;0;0;0;NaN
29;0;0;1;0;0;0;3;10;5;1;0;1;4;10000;14;14;14;14;6;1;1;1;1;1;0;1;1;0;0;0;0;10000;6;4700;0;1;144;12;1;0;1;1;1;5;0;0;0;0;NaN
61;0;0;0;0;0;3;0;7;1;2;0;1;3;13000;24;24;24;24;3;1;1;1;1;1;0;0;0;0;0;0;0;8118;3;8117;0;0;360;96;1;0;1;1;1;3;0;0;0;0;NaN
43;0;0;0;2;2;0;0;7;0;2;0;0;4;30000;25;25;25;25;4;1;1;1;1;1;0;1;1;1;0;0;0;26990;6;9000;0;0;108;12;0;0;1;1;1;4;0;0;0;0;NaN
38;0;0;1;0;0;3;3;11;1;0;0;1;4;23000;26;26;26;26;7;1;1;1;1;1;1;0;0;0;0;0;0;4869,66;6;1385;0;1;12;6;1;0;1;2;2;14;0;0;0;0;NaN
38;0;0;1;4;4;0;0;4;3;2;0;1;4;15000;4;4;4;4;3;1;1;1;1;1;0;1;1;1;0;0;0;8730;10;1000;0;0;84;120;0;0;1;1;1;5;0;0;0;0;NaN
49;0;0;1;2;0;0;0;12;0;0;0;1;3;10000;27;27;27;19;6;1;1;1;1;0;1;0;0;0;0;1;0;19989;6;2500;0;1;221;240;1;0;1;1;1;5;0;0;0;0;NaN
44;0;0;0;0;0;0;0;4;3;2;0;1;3;13000;28;28;28;27;0;1;1;1;1;1;0;0;0;0;0;0;0;5119;6;570;0;1;240;180;1;1;1;1;1;5;0;0;0;0;NaN
61;1;1;0;2;0;0;0;NaN;NaN;NaN;NaN;NaN;2;5000;29;29;29;28;7;0;1;0;0;1;0;0;0;1;0;0;0;13021;6;3000;0;0;34;NaN;1;0;0;1;1;5;0;0;0;0;NaN
28;0;0;0;1;1;0;0;0;1;1;0;1;3;8000;30;30;30;29;0;1;1;1;1;1;0;0;0;1;0;0;0;4550;3;1000;0;0;86;3;0;0;1;2;2;7;1;1;1666,28;1666,28;NaN
31;0;0;1;1;1;0;0;7;0;2;0;3;4;20000;27;27;27;30;9;1;1;1;1;1;1;0;0;0;0;0;0;19240;36;0;0;1;5;96;1;1;1;1;1;3;0;0;0;0;NaN
59;1;1;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;2;4000;8;8;8;8;1;1;1;1;1;1;0;0;0;1;0;0;0;8880;6;1000;0;1;696;NaN;0;0;0;1;1;5;0;0;0;0;NaN
54;0;0;0;2;0;3;0;0;1;0;0;1;4;8000;31;31;31;31;0;1;1;1;1;1;1;0;0;0;0;0;0;26820;10;2980;0;0;220;36;1;0;1;2;1;15;4;1;2676,2125;3240;NaN
48;0;0;0;2;0;0;0;3;1;2;0;1;3;13000;22;22;22;22;8;1;1;1;1;0;1;0;0;0;0;0;0;13800;5;5000;0;1;83;144;1;1;1;1;1;5;0;0;0;0;NaN
24;0;0;1;0;0;3;0;0;1;0;0;1;5;50000;32;32;32;32;7;1;1;1;1;1;0;0;0;0;0;0;0;45665;8;5100;0;0;24;30;1;0;1;1;1;5;0;0;0;0;NaN
48;0;0;0;0;0;3;4;2;6;2;0;1;4;15000;10;10;10;10;5;1;1;1;1;1;1;0;0;0;0;0;0;10000;6;4455;0;1;250;132;0;1;1;1;1;5;0;0;0;0;NaN
43;0;0;0;1;1;4;2;2;1;2;0;1;4;20000;33;33;33;22;8;1;1;1;1;1;0;0;0;0;1;0;0;18471;3;10000;0;0;312;72;1;0;1;2;1;11;2;1;1440;1440;NaN
23;0;0;1;1;1;0;0;9;1;1;1;1;4;18000;34;34;34;33;5;1;1;1;1;1;0;1;0;0;0;0;0;7850;3;3000;0;0;25;30;1;0;1;1;1;3;0;0;0;0;NaN
54;0;0;0;2;0;0;3;0;5;1;0;1;5;40000;35;35;35;34;6;1;1;1;1;1;0;0;0;0;0;0;0;23166;5;2574;0;0;168;120;1;0;1;1;1;4;0;0;0;0;NaN
37;0;0;1;1;1;1;0;3;8;2;0;1;3;10000;19;19;19;19;6;0;0;1;0;1;0;1;1;0;0;0;0;7581;6;1338;0;1;10;14;0;0;1;1;1;5;0;0;0;0;NaN
47;0;0;0;0;0;3;0;9;6;2;0;1;4;20000;36;36;36;35;8;1;1;1;1;1;1;0;0;0;0;0;0;34335;6;3815;0;0;40;14;0;1;1;1;1;6;0;0;0;0;NaN
52;1;1;0;1;1;3;0;NaN;NaN;NaN;NaN;NaN;3;5700;18;18;18;18;1;1;1;1;1;1;0;0;0;0;0;0;0;3143;3;3000;0;1;14;NaN;1;0;0;2;2;8;0;0;0;0;NaN
24;0;0;1;0;0;1;0;9;1;0;0;1;3;15000;23;23;23;23;3;1;1;1;1;1;0;0;0;1;0;0;1;10925;3;2000;0;0;96;36;0;0;1;2;2;11;1;1;1220;1220;NaN
48;0;0;0;0;0;1;3;5;0;2;0;1;3;11000;17;17;17;17;3;1;1;1;1;1;1;0;0;0;0;0;1;10570;4;5000;0;1;264;324;0;0;1;1;1;4;0;0;0;0;NaN
58;1;1;1;2;0;0;0;NaN;NaN;NaN;NaN;NaN;3;9000;16;16;16;16;7;1;1;1;1;1;0;0;0;1;0;0;0;14755;6;1640;0;1;192;NaN;1;0;0;1;1;6;0;0;0;0;NaN
34;0;0;0;0;0;3;3;2;1;2;0;1;4;9000;12;12;12;12;5;0;1;0;0;1;0;0;0;0;0;0;0;6163;6;1087;0;1;2;29;0;0;1;1;1;5;0;0;0;0;NaN
31;0;0;0;0;0;0;3;3;8;2;0;1;4;12800;10;10;10;10;5;0;1;0;0;1;1;0;0;0;0;0;0;13441;10;7049;0;0;1;96;0;0;1;2;1;10;0;0;0;0;NaN
31;0;0;1;1;1;0;0;0;0;0;0;1;4;20000;37;37;37;36;0;1;1;1;1;1;0;0;0;0;1;0;0;16870;6;2000;0;1;132;12;1;0;1;1;1;6;1;1;3160;3160;NaN
35;0;0;0;1;1;0;3;0;0;0;0;1;3;15000;16;16;16;16;7;1;1;1;1;1;1;0;0;0;0;0;0;16400;6;3000;0;1;36;24;1;0;1;1;1;6;1;1;3070;3070;NaN
54;1;1;0;2;0;3;0;NaN;NaN;NaN;NaN;NaN;3;10000;14;14;14;14;6;1;1;1;1;1;0;0;0;0;0;0;0;5500;3;1000;0;0;177;NaN;1;0;0;1;1;3;0;0;0;0;NaN
35;0;0;0;1;1;0;0;6;1;2;0;1;4;15000;10;10;10;10;5;0;1;0;0;1;0;0;0;0;0;0;0;4938;6;1500;0;1;132;72;1;0;1;1;1;6;0;0;0;0;NaN
61;1;1;0;2;0;0;0;NaN;NaN;NaN;NaN;NaN;3;5500;38;38;38;37;3;1;1;1;1;1;0;0;0;1;0;1;0;17990;6;5000;0;1;64;NaN;1;0;0;1;1;5;0;0;0;0;NaN
52;0;0;1;0;1;1;0;5;0;2;0;1;3;7000;32;32;32;32;7;1;1;1;1;1;0;0;0;0;0;0;0;7920;5;880;0;1;72;360;1;0;1;1;1;5;0;0;0;0;NaN
34;0;0;1;2;2;1;0;7;4;2;0;1;3;6000;39;39;39;38;4;1;1;1;1;1;0;0;0;0;0;0;0;3000;3;790;0;1;38;180;0;0;1;1;1;3;0;0;0;0;NaN
44;0;0;1;3;3;2;1;3;0;2;0;3;3;11000;40;40;40;39;2;1;1;1;1;1;0;0;0;0;0;0;0;11070;6;1300;0;1;180;108;0;0;1;1;1;5;0;0;0;0;NaN
63;1;1;0;2;0;2;0;NaN;NaN;NaN;NaN;NaN;2;4800;41;41;41;40;9;0;0;1;0;1;0;0;0;0;0;0;0;3000;6;2490,95;0;1;240;NaN;0;0;0;1;1;6;0;0;0;0;NaN
30;0;0;1;0;0;0;2;10;0;2;0;1;4;30000;35;35;35;34;6;1;1;1;1;1;0;0;0;0;0;0;0;9500;6;2500;0;0;156;48;1;0;1;1;1;3;0;0;0;0;NaN
27;0;0;0;0;0;0;3;4;1;2;0;1;2;5300;6;6;6;6;1;1;1;1;1;1;0;0;0;0;0;0;0;5690;6;5500;0;0;283;36;0;0;1;1;1;6;0;0;0;0;NaN
35;0;0;0;0;0;3;3;3;1;2;0;1;5;50000;42;42;42;41;2;1;1;1;1;1;1;0;0;0;0;0;0;9907,2;3;2000;0;0;396;4;1;0;1;1;1;2;0;0;0;0;NaN
48;0;0;0;2;0;0;0;5;1;2;0;1;3;11000;5;5;5;5;4;1;1;1;1;1;1;0;0;0;0;0;0;15598;6;5000;0;1;185;120;1;0;1;1;1;6;0;0;0;0;NaN
29;0;0;0;1;1;0;0;3;8;2;0;1;4;11700;43;43;43;42;9;1;1;1;1;1;1;0;0;0;0;0;0;21050;12;3000;0;1;1;96;1;0;1;1;1;4;0;0;0;0;NaN
30;0;0;1;1;1;0;0;7;0;0;0;0;3;8000;30;30;30;29;0;0;1;0;0;1;0;0;0;1;0;0;0;5431,2;6;168;0;0;72;60;1;0;1;1;1;6;0;0;0;0;NaN
31;0;0;0;1;1;1;0;7;1;0;0;1;3;5000;31;31;31;31;0;1;1;1;1;1;1;0;0;0;0;0;0;4250;4;2000;0;0;18;24;0;0;1;2;2;7;0;0;0;0;NaN
51;0;0;0;2;0;0;0;13;1;2;0;1;3;7500;28;28;28;27;0;1;1;1;1;1;0;0;0;0;0;0;0;5400;6;3000;0;0;264;60;1;0;1;1;1;4;0;0;0;0;NaN
47;0;0;1;2;1;0;0;4;2;2;0;1;4;18000;28;28;28;27;0;1;1;1;1;1;1;1;1;0;0;1;0;3750;9;0;0;1;198;252;1;0;1;2;2;11;0;0;0;0;NaN
26;0;0;1;0;0;4;3;3;1;2;0;1;2;8000;44;44;44;43;1;1;1;1;1;1;0;0;0;0;0;0;0;4490;6;500;0;0;301;24;1;0;1;1;1;5;0;0;0;0;NaN
44;0;0;1;2;2;0;0;14;1;0;0;1;4;20000;45;45;45;44;4;1;1;1;1;1;0;0;0;0;0;0;0;8330;5;2200;0;1;216;120;0;0;1;1;1;4;0;0;0;0;NaN
33;0;0;0;1;1;3;0;7;0;2;0;1;3;10000;41;41;41;40;9;0;1;0;0;1;0;0;0;0;0;0;0;7795;6;7795;0;1;36;12;1;0;1;1;1;5;0;0;0;0;NaN
35;0;0;0;0;0;3;3;11;1;2;0;5;3;9000;46;33;33;22;8;0;1;0;0;0;0;0;0;0;0;0;0;3307;6;583;0;1;36;28;1;0;1;1;1;4;0;0;0;0;NaN
51;0;0;0;1;0;0;4;8;0;2;0;1;3;11000;23;23;23;23;3;1;1;1;1;1;1;0;0;0;0;0;0;21380;4;5000;0;1;252;300;1;1;1;1;1;4;0;0;0;0;NaN
43;0;0;0;1;1;3;0;15;6;0;0;5;4;15000;3;3;3;3;1;1;1;1;1;1;0;0;0;1;0;0;0;9990;6;3000;0;1;48;12;1;1;1;2;2;12;0;0;0;0;NaN
35;0;0;1;1;1;0;3;10;1;2;0;1;3;15000;47;46;46;45;5;1;1;1;1;1;0;1;0;0;0;0;0;5570;4;620;0;1;108;4;0;0;1;1;1;4;0;0;0;0;NaN
27;0;0;0;0;0;0;3;0;0;0;0;1;3;10000;23;23;23;23;3;1;1;1;1;1;0;0;0;1;0;0;0;9997;6;1120;0;1;108;12;0;0;1;1;1;5;0;0;0;0;NaN
54;0;0;0;0;0;0;0;5;2;0;0;1;4;15000;36;36;36;35;8;1;1;1;1;1;1;0;0;0;0;0;0;15190;6;7000;0;0;192;36;1;1;1;1;1;5;0;0;0;0;NaN
28;0;0;0;1;1;2;0;12;1;0;0;1;4;8000;43;43;43;42;9;1;1;1;1;1;0;0;0;0;0;0;0;3299;6;370;0;1;120;12;0;0;1;1;1;3;0;0;0;0;NaN
53;0;0;1;2;0;0;0;4;1;0;0;1;4;25000;47;46;46;45;5;1;1;1;1;1;0;1;0;0;0;0;0;10394;6;5000;0;1;372;72;1;0;1;1;1;6;0;0;0;0;NaN
29;0;0;0;1;1;0;0;4;0;0;0;1;3;11000;24;24;24;24;3;1;1;1;1;1;1;0;0;0;0;0;0;6843;4;4500;0;1;36;12;1;0;1;1;1;4;0;0;0;0;NaN
59;0;0;0;1;0;3;2;2;0;2;0;0;3;8500;24;24;24;24;3;1;1;1;1;1;0;0;0;0;0;0;0;8990;12;1000;0;1;348;48;0;0;1;1;1;5;0;0;0;0;NaN
56;0;0;1;3;0;0;0;5;0;3;0;1;3;4000;48;47;47;46;9;0;0;1;0;1;0;0;0;0;0;0;0;3610;10;410;0;0;108;24;1;0;1;1;1;4;0;0;0;0;NaN
37;0;1;0;3;3;1;0;4;0;2;0;1;4;15000;45;45;45;44;4;1;1;1;1;1;1;0;0;0;0;0;0;9137;3;1500;0;1;115;192;1;0;1;2;1;10;1;1;8020;8020;NaN
51;0;0;1;1;0;0;0;4;5;1;0;1;3;8000;49;48;48;1;1;1;1;1;1;1;0;0;0;1;0;0;0;10693;6;1887;0;0;199;196;0;0;1;1;1;6;0;0;0;0;NaN
63;0;0;1;1;0;1;0;3;0;2;0;1;3;10000;23;23;23;23;3;1;1;1;1;1;0;0;0;0;0;0;0;7199;6;800;0;0;132;24;0;0;1;1;1;6;0;0;0;0;NaN
31;0;0;1;0;0;3;0;16;9;2;0;6;4;18000;50;49;49;47;4;1;1;1;1;1;0;0;0;1;0;0;1;10000;6;3555;0;1;82;94;1;0;1;1;1;5;0;0;0;0;NaN
58;0;0;1;3;1;3;0;9;3;0;0;1;4;15000;51;50;50;48;3;1;1;1;1;1;0;0;0;1;0;0;0;21984,55;10;3880;0;0;180;108;1;0;1;1;1;4;1;1;2720;2720;NaN
48;0;0;1;2;0;0;0;7;0;0;0;1;3;12000;52;51;51;49;3;1;1;1;1;1;0;0;0;0;0;0;0;3140;4;350;0;0;144;25;0;0;1;1;1;4;1;1;890;890;NaN
37;0;0;0;1;1;0;0;6;10;2;0;1;3;7300;3;3;3;3;1;1;1;1;1;1;0;0;0;0;0;0;0;10953;4;11337;0;0;132;190;0;0;1;1;1;4;0;0;0;0;NaN
52;0;0;0;0;0;0;3;5;1;0;0;5;4;25000;50;49;49;47;4;1;1;1;1;1;1;0;0;0;0;0;0;8442;5;938;0;1;156;348;1;0;1;1;1;5;0;0;0;0;NaN
52;0;0;0;0;0;0;3;4;0;2;0;0;3;8000;44;44;44;43;1;1;1;1;1;1;1;0;0;0;0;0;0;5650;6;630;0;1;46;96;1;0;1;1;1;4;0;0;0;0;NaN
37;0;0;1;0;0;0;2;3;2;2;0;1;3;12000;44;44;44;43;1;0;1;0;0;1;0;1;1;0;0;0;0;8991;9;0;0;0;60;120;0;0;1;1;1;5;0;0;0;0;NaN
22;0;0;1;1;0;0;3;4;1;2;0;1;3;8000;30;30;30;29;0;0;0;1;0;1;0;0;0;0;0;0;0;18900;10;2100;0;0;20;10;1;0;1;1;1;4;0;0;0;0;NaN
36;0;0;0;2;2;0;0;0;4;0;0;1;4;10000;53;52;52;50;6;1;1;1;1;1;0;0;0;0;1;0;0;3906;6;500;0;1;180;205;1;0;1;1;1;5;0;0;0;0;NaN
37;0;0;1;1;1;1;0;7;0;0;0;1;3;14500;52;51;51;49;3;1;1;1;1;1;0;0;0;0;0;0;0;7452,4;6;1900;0;0;163;62;1;0;1;1;1;6;0;0;0;0;NaN
63;1;1;1;2;0;0;0;NaN;NaN;NaN;NaN;NaN;2;5000;48;47;47;46;9;1;1;1;1;1;0;0;0;1;0;0;0;7319;6;1292;0;1;198;NaN;1;0;0;1;1;6;0;0;0;0;NaN
26;0;0;1;0;0;3;3;3;1;2;0;1;3;10000;54;53;53;13;2;1;1;1;1;0;1;0;0;0;0;1;0;20700;10;3000;0;1;240;14;1;0;1;2;1;6;1;1;2500;2500;NaN
57;1;1;0;0;0;0;0;NaN;NaN;NaN;NaN;NaN;3;3000;6;6;6;6;1;1;1;1;1;1;0;0;0;1;0;0;0;3280;6;3000;0;1;252;NaN;1;1;0;1;1;5;0;0;0;0;NaN
45;0;0;0;1;1;1;3;5;0;3;0;1;3;5000;27;27;27;30;9;0;1;0;0;1;0;0;0;1;0;0;0;4947;6;873;0;1;84;12;0;0;1;1;1;6;0;0;0;0;NaN
22;0;0;1;1;2;0;0;16;0;2;0;1;3;12000;26;26;26;26;7;1;1;1;1;1;0;0;0;0;0;0;0;9621;6;1069;0;1;72;19;0;0;1;1;1;4;0;0;0;0;NaN
57;0;1;1;0;0;1;3;4;0;0;0;1;4;30000;42;42;42;21;5;0;0;1;0;0;0;1;1;0;0;0;0;37752;6;5148;0;0;360;48;1;0;1;1;1;5;0;0;0;0;NaN
57;1;1;1;0;0;0;0;NaN;NaN;NaN;NaN;NaN;3;6000;55;54;54;51;3;1;1;1;1;1;0;0;0;1;0;0;0;16720;6;2000;0;1;252;NaN;1;0;0;1;1;5;0;0;0;0;NaN
39;0;0;1;2;2;3;0;3;8;2;0;1;4;27000;13;13;13;13;2;1;1;1;1;1;0;0;0;0;0;0;0;4950;4;2000;0;0;77;180;1;0;1;1;1;4;0;0;0;0;NaN
37;0;0;0;2;2;0;0;6;5;0;0;1;4;9000;11;11;11;11;3;1;1;1;1;1;0;0;0;0;0;0;0;11230;4;3000;0;1;96;120;1;0;1;1;1;4;0;0;0;0;NaN
41;0;0;1;0;0;0;3;4;6;2;0;1;3;18000;33;33;33;22;8;1;1;1;1;1;0;1;1;0;0;0;0;16190;4;1800;0;0;228;252;1;0;1;1;1;4;0;0;0;0;NaN
34;0;0;1;2;2;0;0;2;4;2;0;1;3;6000;23;23;23;23;3;1;1;1;1;1;0;0;0;0;0;0;0;10000;3;5670;0;1;84;24;0;0;1;2;2;6;0;0;0;0;NaN
44;0;0;1;1;0;0;0;9;4;0;0;0;4;15000;8;8;8;8;1;1;1;1;1;1;0;1;1;0;0;0;0;7800;5;15000;0;0;516;36;0;0;1;1;1;5;0;0;0;0;NaN
38;0;0;1;1;1;0;0;3;4;2;0;4;4;13500;29;29;29;28;7;0;1;0;0;1;1;0;0;0;0;0;0;3890;6;700;0;1;46;120;1;1;1;1;1;5;0;0;0;0;NaN
40;0;0;0;1;1;3;0;2;1;2;0;1;3;6500;16;16;16;16;7;0;1;0;0;1;0;0;0;0;0;0;0;5020;3;15000;0;1;24;120;1;0;1;1;1;3;0;0;0;0;NaN
40;0;0;1;2;2;0;0;14;1;0;0;3;4;14000;41;41;41;40;9;1;1;1;1;1;1;1;1;0;0;0;0;9050;4;12000;0;0;24;156;0;0;1;1;1;4;0;0;0;0;NaN
27;0;0;0;1;1;4;0;9;9;0;0;1;4;15000;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;27000;10;3000;0;1;12;16;0;0;1;1;1;8;0;0;0;0;NaN
29;0;0;1;1;1;3;0;3;1;2;0;1;4;20000;47;46;46;45;5;1;1;1;1;1;0;0;0;0;0;0;0;18984;5;1912;0;1;37;84;1;0;1;1;1;5;0;0;0;0;NaN
28;0;0;0;1;1;3;0;11;4;0;1;1;4;10000;46;55;55;52;8;1;1;1;1;1;0;0;0;0;0;0;0;4250;6;4000;0;1;24;12;1;0;1;1;1;5;0;0;0;0;NaN
41;0;0;0;2;1;0;3;5;4;0;0;1;3;8600;32;32;32;32;7;1;1;1;1;1;1;0;0;0;0;0;0;2881;6;509;0;0;248;38;0;0;1;1;1;5;0;0;0;0;NaN
39;0;0;0;1;1;0;0;0;0;1;0;1;4;35000;21;21;21;21;5;1;1;1;1;1;0;0;0;0;0;0;0;34804;6;4746;0;0;94;72;1;1;1;1;1;5;0;0;0;0;NaN
43;0;0;1;0;0;1;0;10;1;0;0;1;4;15000;33;33;33;22;8;1;1;1;1;1;0;1;0;0;0;0;0;6898;12;2000;0;0;360;144;1;0;1;1;1;5;0;0;0;0;NaN
57;1;1;0;0;0;0;4;NaN;NaN;NaN;NaN;NaN;2;8000;9;9;9;9;4;1;1;1;1;1;1;0;0;0;0;0;0;5970;3;5000;0;0;180;NaN;1;0;0;2;2;5;0;0;0;0;NaN
50;0;0;0;0;0;3;0;2;1;2;0;1;4;15000;29;29;29;28;7;1;1;1;1;1;0;0;0;0;0;0;0;14611;5;769;0;0;253;216;0;0;1;1;1;5;0;0;0;0;NaN
38;0;0;1;4;4;1;0;7;1;0;0;1;4;38000;22;22;22;22;8;0;1;0;0;0;1;1;1;1;0;0;0;19590;8;7000;0;0;180;36;1;0;1;3;2;19;0;0;0;0;NaN
51;0;0;0;0;0;0;2;4;1;2;0;1;4;25000;38;56;56;NaN;10;0;1;0;0;0;1;0;0;0;0;0;0;3590;4;1000;0;1;60;72;1;1;1;1;1;4;0;0;0;0;NaN
54;0;0;0;1;1;0;3;10;0;0;0;1;4;11000;10;10;10;10;5;0;1;0;0;1;1;0;0;0;0;0;0;22072;6;8008;0;1;18;15;1;0;1;1;1;5;0;0;0;0;NaN
35;0;0;0;1;1;3;0;17;1;0;0;1;4;15000;43;43;43;42;9;1;1;1;1;1;0;0;0;0;0;0;0;8132;5;2239;0;1;1;70;1;0;1;1;1;5;0;0;0;0;NaN
