customer_id,gender
14711088,0
37872259,1
62527163,0
79166625,0
43280099,0
24243511,0
1380455,0
23527097,0
85310807,1
11341232,1
4870185,0
26690755,1
96699770,0
21835349,1
78501857,0
70458117,1
30861480,0
44516482,0
29718406,0
63833221,0
68516664,0
40651290,0
14248648,1
4758274,0
39225619,0
21576249,0
63387697,0
52340213,1
40635820,1
3132026,0
39510825,0
20352822,0
67199676,0
54759922,0
73108951,0
41250878,0
10727511,1
29202812,0
80185881,0
59649472,1
50546311,1
27583567,1
39310095,1
5919289,1
60293458,1
96548394,0
95889057,0
45959906,0
75010969,0
56630485,0
41503919,0
50781023,0
56600804,0
12390619,1
66714675,1
28064405,1
76362870,0
6180127,0
77031071,0
63304022,0
87117060,1
21632339,0
81479825,1
94432656,1
2134142,0
24338730,0
11062726,1
9118054,0
93507430,1
40824471,1
36996359,0
26419099,0
93470404,0
80064014,0
50723196,0
78914047,0
46354312,0
39919267,1
43506939,1
98130398,1
45619328,1
8114521,1
37264362,0
51349760,1
69191136,0
2400211,0
24753950,0
52433000,0
86327634,0
35490790,1
26604313,1
82199578,1
11291751,0
9673243,1
54980632,1
98005968,0
9863722,0
38311906,1
68312764,0
55004652,1
71211832,1
35905456,0
84930140,0
20220651,0
55675702,1
36154830,1
93265038,1
79434044,1
59438753,0
555494,1
90053651,1
74173548,1
10521111,0
53084290,1
20427207,0
80931561,1
80777234,1
27039326,1
1888728,1
62752982,1
52129448,0
62181901,1
78237178,0
91791462,1
49637817,1
57604938,0
91183805,1
74298343,0
9353024,1
91583195,0
52097627,0
75846272,0
48709595,0
30217532,0
37291325,0
30017172,1
99606031,0
85356418,1
91473563,1
51324138,1
18032393,0
16224951,0
76873019,1
59728965,1
83005415,1
35274437,0
78659,1
61717757,0
30150009,0
61225878,0
37893259,1
47328174,1
25998489,1
27475547,0
15555810,0
54433534,1
69868888,0
9899289,0
50853691,1
73579890,0
69323066,0
18480529,1
58674955,0
7598703,1
9442456,0
46212948,0
67518654,0
44676756,0
8057640,1
27979294,0
83922170,1
79733502,0
1096220,1
95074221,0
89945711,0
52358368,0
79714704,0
69613297,0
56158977,1
63020711,1
83866773,0
10685683,0
16462973,1
57126993,0
94599685,0
81442390,0
50157498,0
43212257,0
78203753,1
61710092,0
85538763,1
48288703,0
54053900,1
68277946,0
36996495,1
78855685,1
90233782,0
19511282,1
78490146,0
26070862,1
50548386,0
49697655,0
58609411,0
68605036,0
1702393,0
27048150,0
44521922,1
98137482,0
75955805,1
86941639,0
59545596,1
41045682,0
3719119,1
79637922,0
42754565,1
79176394,0
87550753,1
56486360,0
95873844,0
52444861,1
78235796,0
82873839,0
82757763,1
82904098,1
15826213,1
51314893,1
76762172,1
75405930,0
67948907,0
36658234,0
954126,0
69435148,0
7588127,1
28431923,0
28463720,1
35845743,0
49635827,1
89210806,1
16745983,0
96319425,1
66147149,1
67755456,1
49013605,0
9156029,1
45459901,0
98737987,1
14005433,0
6443703,0
79422293,0
51886915,1
79875919,0
86387909,1
67807920,0
51984223,0
72305515,0
60251270,0
62140553,0
22698869,1
40509142,0
52910636,1
8071073,1
12280482,0
58199695,1
87372275,0
3585421,1
71095927,0
35568840,0
83490400,0
65891854,0
80152207,1
28982398,0
67327004,1
19950741,1
49714269,1
68235748,1
68993750,0
64029834,1
87976786,0
36961762,0
3363940,0
51488456,1
97262944,1
55241935,1
35589068,0
65568801,1
20590772,0
97195495,0
65082603,0
11186103,0
3931715,0
85219732,0
41434409,0
14969345,0
115617,1
38073232,0
64543174,1
11316922,0
78215370,0
96495568,0
84430668,0
75199858,1
18527429,1
70939175,1
27133006,0
73798990,1
59237235,1
47076031,1
87460303,0
34026271,0
9002442,1
44735517,0
83907805,0
56840048,1
73269680,0
59267013,0
69705190,1
93366462,1
87819773,1
99149408,0
32133654,1
16764721,1
95280153,0
68679782,0
50790469,1
65393640,1
34398747,1
22119757,1
20200083,1
99834424,0
20091859,0
43556246,1
85931862,0
90145416,0
28168112,1
76826009,0
59660392,0
64988012,1
77190492,1
27322560,0
30831381,1
81327243,1
483137,1
51648628,0
59836870,1
13833761,1
2852393,1
89080700,0
91073908,0
93715144,1
9742039,1
76313007,0
25063166,1
24020136,0
75463975,0
46740639,0
24965506,1
27578149,1
48618305,0
8014460,0
44714700,0
2258783,0
17859769,0
13325805,1
94157282,0
19652861,0
63273720,1
11971296,0
74944537,0
39718714,1
82670667,0
76294176,1
30848325,0
74503949,1
57595813,1
7351769,0
19968378,1
22217466,1
82186195,1
88709355,0
42700468,0
2208164,0
54436720,0
44758820,1
57124290,0
93089398,0
11204688,1
77010833,1
26474729,1
13595171,1
90330427,1
40493306,0
59298345,0
83249956,0
60412759,1
87193386,0
43819034,0
65762424,1
82173531,0
1692635,1
6323787,1
32378173,0
2132230,1
37714083,1
8836504,0
98555710,1
6095580,0
56681140,0
87136107,1
13067380,1
83873329,0
93387124,0
48075002,0
4342236,0
68222821,0
32581995,1
85435853,0
66588178,1
6087150,1
95204601,1
55388963,0
91869702,0
56315843,1
58038456,1
11203768,0
29619922,1
32765525,1
58399277,1
32621083,0
40295622,0
39117540,0
22511212,1
27903607,1
75580356,0
34223624,0
5522306,0
82294843,0
96542499,1
80946485,0
27427136,0
73426176,0
12548616,0
65608139,1
17889916,1
62008087,1
49605134,1
83831763,0
2712467,1
82955373,0
25966874,1
76437801,0
78012586,1
31240824,0
79405352,1
79844656,0
7065498,1
84044926,0
37854469,0
87381748,0
8954870,0
81035597,1
9711806,0
58877868,1
41951078,1
19239257,0
82934797,1
27786863,0
27495141,0
1289086,1
80432221,1
68794901,1
62138009,1
67596113,1
18348644,1
80331661,0
86987521,1
57784143,0
50098039,0
94222898,0
87455713,0
74231213,1
15627664,0
94585085,0
35650432,0
33468665,0
27005693,1
14123690,0
13584223,0
60064419,0
23349119,0
94599009,0
43035727,0
28565033,1
81479064,1
59470284,1
47375053,1
15939752,0
35757799,0
97631536,0
34360380,0
17350935,0
68978319,0
95688478,0
20140418,0
76348095,1
60073858,1
58822685,0
70380464,1
5071786,1
4008554,1
34362299,0
89176508,0
84245041,0
48980306,1
16631698,1
41074720,1
20646461,1
82840746,1
83986464,1
55609842,1
63389358,0
279454,1
26447342,0
37552596,1
84340954,0
13431113,0
3641050,0
22774372,0
16480850,0
63481603,0
96947994,0
85187996,0
16810200,0
78940625,0
20729045,1
66473821,0
60576214,0
32531135,1
83920506,0
94509476,0
45846624,1
19641265,0
52701647,1
48224220,0
9119707,0
75346132,0
15965494,1
41543488,1
18629075,1
34830199,0
17441830,0
11631304,0
43637901,1
21865414,0
49235515,1
82585308,0
73001101,0
55272630,0
98069246,0
20762675,0
62161840,1
78476887,0
44593028,1
77000135,1
31719348,0
19061005,1
34356731,0
43930859,0
33893695,0
42911253,0
82479679,1
32706955,0
79986613,0
1798485,1
25113404,1
35540196,0
83400171,0
93882392,0
16579578,1
97348711,0
86004635,1
82406113,0
94284222,1
83038642,1
16057697,0
45956004,0
56308717,0
4543137,1
60048863,0
50281633,0
68326027,0
29127439,0
23102041,1
94885326,0
60405817,1
96669381,0
22850599,0
90332495,0
68089024,1
40551322,1
8333280,1
11449729,0
63878148,0
93559700,1
7927648,1
368517,0
27282344,1
13077345,1
21376002,0
89409884,0
44210124,1
44771419,0
35972896,1
83627582,0
10064386,0
71813116,0
39224801,1
74322423,0
41016531,0
84425967,1
43751504,0
77241644,1
95782907,1
59074588,1
73197097,1
75278479,0
27592910,0
5367780,0
95724637,0
84980957,0
16563089,1
57413819,1
23529792,1
3332843,0
32072106,0
11671863,1
44451498,0
24524890,0
41446597,1
73538858,0
46617094,1
31167297,1
47941379,0
6342326,0
92820759,0
46949310,0
67080684,0
62607193,0
67843345,1
4755538,0
84007462,0
95202077,0
32250197,1
39156769,1
7825000,1
1510234,0
32859557,1
72555006,0
23031582,0
89653769,1
49530061,0
44110479,0
70437097,0
56801281,0
63965959,1
63305351,1
65035676,0
12241429,1
61301814,0
70678764,0
17352837,0
79958341,1
76222234,0
34954694,0
26527914,1
74856664,0
41223923,0
79686538,1
17923253,1
701335,1
88229777,0
60198200,0
86827826,0
32478197,0
87712186,1
8224467,1
85917235,0
35868459,1
62220757,0
43383714,0
73221113,0
41089888,1
90429560,0
568609,1
79944617,0
8542206,1
73164708,1
43227357,0
39865688,0
20002218,1
99713467,0
23308319,0
28270562,0
73238226,1
52999771,0
4309673,1
1567274,1
64701057,1
76858175,1
68416873,1
30754324,1
28400001,0
88791777,0
77426468,1
27015970,0
25113046,1
52460589,1
95088517,0
3141788,0
91309582,1
74388051,1
14894393,0
36865104,0
28954627,1
85185644,1
68356021,0
39191321,1
84067450,1
50829081,1
42212106,1
8834477,0
82057183,1
58444075,1
89222217,0
94374717,1
45882698,1
11765794,1
84023495,0
33492988,1
53560753,1
12069120,0
28889897,1
90209156,1
50106986,0
46557366,0
73020625,0
66274097,0
26240933,0
17173846,0
28868771,1
35414109,1
27390371,0
65488357,0
39742563,1
47169483,0
84499561,0
46217685,0
78773787,1
18630870,1
67595521,1
19711526,0
58573553,0
20679518,1
65183612,0
24902845,1
51998915,0
29281146,0
2261311,0
93097060,0
63579862,0
91683449,1
47981532,0
39357161,1
38679759,0
19581953,0
33014890,1
16938566,0
25497358,0
46443761,1
83542934,0
1748625,0
52808914,1
31568333,0
84674282,1
41227639,0
43801606,1
60550296,0
7468632,1
89357251,0
37353898,0
50175595,1
34075015,1
64504832,0
82363585,0
39577592,0
23316462,0
51861640,1
61144234,1
5813739,0
74298839,0
44445893,0
69324145,1
87385529,0
791643,1
58287137,0
43570395,1
43965739,0
66731320,1
33636159,0
409257,1
50212809,0
10524021,0
82247147,0
86688057,1
87209446,1
64342204,1
63476418,1
27034273,0
20083809,0
55173912,0
44595753,1
45995180,0
84199917,1
77587776,0
7418478,0
58825283,1
40157852,1
8251515,0
8557916,1
47170303,1
7643575,1
64026953,0
97517538,0
70178916,1
60301744,0
5234323,0
8189454,0
40224781,0
95076465,1
38591936,1
83510129,0
25014745,1
57097583,1
78115851,1
1571169,0
46245791,0
81698208,0
54920864,1
70259852,0
88355759,1
85102588,0
84906776,1
86227647,1
96015043,0
59552097,1
84477305,0
78360368,1
63054177,1
13318961,0
60791671,1
95312022,1
43801813,0
36899629,0
33919847,1
29786897,0
2569589,0
51879278,0
50350048,0
31394137,0
44463692,0
13777610,1
57163214,0
77567092,0
3576146,1
46330016,0
25075275,0
82798642,0
62832400,1
78570232,1
93713843,1
4763823,1
73778310,1
21217132,1
73028403,0
35822286,0
19415800,0
1238197,1
70734869,0
63532469,0
99501605,0
95321345,1
8268076,1
64568634,1
24048165,1
59769662,1
94551267,0
39093269,0
86988270,1
36555105,1
74262568,0
49543927,1
56218066,1
53395,0
90514029,0
6596740,0
21594302,0
86639682,0
43372185,0
42260184,0
77438414,0
60462258,0
25627954,1
55878885,0
87557584,1
98404097,1
29631690,1
13025490,1
58680758,1
61546226,0
84500326,0
86770066,0
75671273,1
48413853,0
39226483,0
90607472,1
64056554,0
55943826,0
70921924,1
43346854,1
78847089,1
16622470,1
53371667,0
56680038,1
35651042,0
1336622,1
94292971,1
17992634,0
18350404,0
69073376,0
27455685,1
42581125,1
63721223,1
350821,0
81771709,0
8411774,1
97077599,0
64261604,0
97939304,0
82277885,1
70848169,1
41487480,0
7050763,0
189257,1
48033616,0
35172258,0
33419986,1
44663000,0
76053807,0
18912624,1
83228517,1
86196205,0
37356584,1
36837532,0
91964839,1
59003658,1
89721350,0
82262943,0
82235884,0
58598492,0
54339143,0
36460428,1
39954457,0
3082002,0
56982439,1
11107679,0
43732528,0
43791164,0
70132417,0
23671549,0
4033578,0
48741370,1
41756011,1
48047924,0
66349382,0
18798580,0
43597122,0
34846340,0
92692871,0
56387802,1
69587520,0
47895869,1
20917387,0
8611938,0
84639734,1
7168161,0
94962020,0
24979547,0
35484006,1
88442358,1
62022171,0
51257018,0
82850833,0
94864243,0
99888537,1
84588633,1
25636639,0
56129260,1
73688170,0
80021276,1
89267268,1
12374003,0
67406385,0
83869978,0
92326906,0
47328757,1
15103892,0
47117781,0
89235739,1
498222,0
38371802,0
29765684,1
63753335,0
17589274,0
53105363,0
19345776,0
15250320,1
12596291,1
90961024,0
61451968,1
32894421,1
42443180,1
5443235,1
27246411,1
76477099,0
59120963,0
39157536,1
16538259,0
4736715,1
33687248,0
24338357,0
42450881,1
45894000,1
64026830,1
58440474,0
19330058,1
69076195,1
61276826,0
96225247,1
66653810,0
67989878,1
66739958,1
3605631,1
61208146,0
8114551,1
57230593,0
60004384,1
7941670,1
75330352,1
49603445,0
5003413,1
52337939,1
46812240,0
70029605,0
91723884,1
52973391,1
48140681,0
95553341,1
76245502,1
61192669,1
84080831,0
85907961,0
82318809,1
9534903,0
35556833,0
72375056,0
50481996,0
98434538,0
8189528,1
91320336,0
95852599,0
26678456,0
66078283,0
62821040,1
88278381,1
45928448,0
39762893,0
65278638,0
86665789,1
68800304,1
33393472,1
41426070,0
72097563,0
61542377,1
784488,0
86247579,1
53456419,1
60711627,1
28006767,0
14025913,0
72596532,1
47025283,0
55003434,0
95115712,1
69841419,1
97068969,1
55369363,0
45482726,0
14360608,0
78942947,1
70858420,0
44818928,0
18982540,1
97816608,1
36713930,1
92559778,1
58631073,0
94925644,0
35059129,0
38056372,0
10565884,0
14001176,1
28035686,0
62895171,0
37266132,1
50914567,1
54998640,0
29481052,1
4132055,0
67216029,0
65356478,0
79452683,1
55772150,0
26847016,1
89019714,1
40944313,1
58046901,0
16381650,0
12053904,1
62856375,0
62225605,1
32968215,0
36526823,1
43777193,1
4416498,0
56282562,0
71591742,1
72095061,1
80917162,0
77044325,1
78878144,1
71942984,0
53931678,0
30285081,0
49836853,0
79716246,1
80435602,1
95108573,1
56389592,1
4093391,0
22977488,1
18399534,0
91375312,1
87857162,0
20358875,1
83434674,1
29112408,0
14238559,0
4611165,1
43669023,0
5392349,0
55793767,0
17732156,0
95481247,0
45384246,1
51153716,1
78336819,0
7481941,1
91647754,0
46851940,0
886850,1
65473458,0
78156500,0
42857274,1
8483940,0
66216815,1
14490414,0
50598019,0
53470814,1
52228883,0
6168444,1
64080161,0
75141992,0
5285278,1
85614078,0
65945953,1
62547124,1
28870141,0
90994943,0
23690961,0
99725094,1
5253697,1
54962601,1
34609265,1
47490635,0
72614307,1
77442945,0
14720054,0
53589977,1
72224381,1
17327321,1
28551353,0
36557220,0
7519952,0
41347113,0
95803225,1
32970687,0
10353051,1
31886314,0
34107918,0
64043233,1
59986494,1
68600759,1
2027135,0
92877183,0
18550241,1
11327023,1
70982049,0
99241296,1
93059008,0
48555373,0
72717967,0
51680121,0
24998223,1
72226124,1
23060623,1
51792398,1
38760997,0
34788345,0
76113396,1
11562634,0
45415313,1
47653609,1
58370439,0
23136235,1
96267319,1
46656732,0
18333711,0
57513608,1
77399643,1
83793452,0
26784622,1
56519127,1
88105814,0
47975972,0
34313136,0
57249461,0
85686490,0
3664058,0
44555523,0
83941637,0
2953031,1
94381868,1
66483256,1
18965515,0
34756635,0
20357100,0
40132925,0
58361655,0
96995832,0
73430259,1
31930464,0
59053159,1
89700094,0
14231524,0
683284,1
17194012,0
84876373,1
89729753,1
47160860,1
78077934,0
23378995,0
39171733,1
83494724,1
23462825,1
54138582,1
10596896,1
92309179,1
10011328,1
25537795,1
20047434,1
31142279,1
47734912,0
44466557,1
59723709,1
17750079,1
20306146,0
87502946,1
70909336,1
41408368,0
43660285,0
57231405,0
374768,1
42246349,1
80235969,0
92418320,1
32594337,0
84801428,0
73334791,0
10056437,1
72286950,0
84678121,1
39295714,1
98762469,0
86690867,1
76873751,0
87850297,1
53418806,0
62258087,1
27932623,1
2946788,0
91293742,0
77634195,1
93220464,1
70811563,0
43653980,1
70599086,1
91935610,0
8682085,1
76097971,1
64878557,0
82729307,1
78911505,0
98441103,0
85187502,0
90591079,0
25132163,1
35245068,1
90715593,1
54584863,1
42872451,0
23562370,1
51886931,0
78802734,0
91761612,0
95483363,1
30739309,0
51212318,1
53923485,0
68511053,0
1020634,0
68493838,0
46869540,1
14267405,0
44170453,1
16576146,0
87904457,1
33790132,0
46142955,0
85862087,0
2452546,0
26803238,1
54403710,1
42121332,0
36458534,0
98455054,0
11703306,0
53228982,1
52730916,1
6324026,1
52164822,1
56093439,0
34023430,0
84213038,0
43433125,0
80892355,0
49572519,1
91986183,1
32704323,1
70426342,1
49815462,0
43875957,0
62071738,1
99537776,0
21305838,0
73026170,0
31682096,1
21988907,1
94180042,0
52740417,0
1747033,0
89934397,0
81483040,0
50647626,1
92906966,0
35574385,0
67071515,1
24022030,0
98205722,1
25290690,0
70066447,0
62277942,0
65588133,0
81092932,1
65238800,0
17471011,1
26047380,1
93698913,0
12001537,0
8495915,1
90773101,1
96643604,0
24796552,0
87113643,1
27255147,0
12342280,1
9659888,1
91647598,0
16936202,1
49929502,1
9054088,0
8812290,1
88337333,1
13440692,1
11281442,1
37272191,1
17181384,0
28826674,0
35593140,0
17703907,0
57847078,0
28423951,0
85884054,0
86236552,0
89501240,0
59627043,1
35342525,1
93011179,0
10324267,0
95178313,0
50423414,0
63009289,1
48172242,0
41115094,0
37837806,1
64855819,1
73605230,0
22111039,1
92873935,0
11175443,0
73931370,0
92322336,1
5129634,1
21349519,0
39759928,0
71128442,1
97534328,1
71835764,0
35953316,0
68673406,0
21574386,0
81790042,1
90276425,0
30921430,0
92674191,1
52131601,1
70143123,0
34264202,1
88850073,1
22410683,1
89116468,0
66287048,0
99302313,1
23793742,1
31346129,1
37088614,1
65550669,0
97169970,1
60374532,0
64228662,1
92874020,1
53410208,0
37616739,1
77156888,0
2108826,1
10246339,1
18880490,1
45431238,1
10303548,1
67397421,0
75832578,1
63801566,0
27621094,0
79261285,1
32301971,0
12269528,1
15254951,0
61739552,1
62935972,0
79555354,0
48405962,1
54029679,1
86000591,0
1804650,0
46105863,1
22771802,1
83489279,1
34848455,0
95890287,0
54491451,0
46431440,0
58457953,1
63953233,0
9869167,0
18418576,1
80858945,1
66061266,0
62967295,1
44733932,1
20524734,0
90292087,1
36592809,1
86997978,1
93478792,1
64004910,0
82252018,0
5926636,0
34246117,0
40935946,0
68091371,0
3874769,0
97170864,0
79563110,1
89938970,0
77925382,0
38034239,1
43582036,0
59567939,0
12325802,0
32544958,0
63862868,1
94603349,0
72749791,1
24784802,0
77275638,1
69315957,1
9099643,1
52482165,0
50244445,0
49148603,0
46579237,1
37274803,0
361458,1
26215041,1
66352696,0
88269777,1
60428201,0
88656506,1
71936160,0
92316134,0
86755562,1
7981404,0
63839241,1
79867228,0
18291913,0
17797588,0
56000545,0
52337561,1
67555827,1
85284751,1
64727059,0
24285751,1
18074104,1
74599819,1
39795338,1
50324379,0
40508730,0
18256987,0
52859730,1
53543155,0
8673276,0
99388499,0
15142137,0
39932626,1
8734937,0
73024764,0
10467007,0
66956350,0
77773677,1
83108440,0
40133271,0
76068532,1
60860575,1
12678319,1
78044629,0
75248245,1
79803584,1
63140042,1
68248010,1
85952372,0
47446589,1
16617908,0
28564485,0
99882949,0
32693947,0
77942049,0
98711881,1
65758751,1
58849512,1
83271538,0
63109852,0
53397421,1
30019753,0
65589142,0
37160920,1
5947256,1
33152392,1
771111,0
86499264,1
98178300,0
26118785,1
24359783,0
32805864,1
51099815,0
35191315,1
37211113,0
54441407,0
1826000,0
30528720,1
25252032,0
46396039,0
59566967,0
33799672,0
96099177,1
61149133,0
9794224,0
22882112,0
17447144,0
1567291,1
36980858,0
53561226,0
6766644,0
65460931,0
95754410,1
15474511,0
70255884,1
98861163,0
70360096,1
94140855,0
48751972,0
48621241,0
45951692,0
99849278,1
58584278,1
10519292,0
57469500,0
26585049,1
59583275,0
86169927,0
81417143,0
96829475,1
41436755,1
20061022,0
71236168,0
93894881,0
42577027,0
38648487,0
72576023,0
95747928,0
40979729,1
27716148,0
21845362,0
57283046,0
53755004,1
39576818,0
10067396,1
79492634,0
24622548,0
98326437,1
20081482,0
44160245,1
68643191,1
308038,0
85761358,0
40417888,1
98918956,0
22252394,0
56579877,0
66075103,0
38490599,1
27914,1
66843516,0
85781818,1
83436874,0
68253309,1
32660482,1
54725546,1
76584911,0
35890369,0
5385816,0
47173984,0
32317349,0
15926326,1
65965836,0
62145393,1
34456298,1
62688371,0
83960862,0
4395772,1
74063285,0
9598077,0
98397399,0
85056040,0
86569593,0
47960112,1
29129514,1
99789834,0
69368128,0
2474434,1
65475647,0
177299,0
20995341,0
83724633,0
53922199,1
29346017,0
97666258,0
58623149,0
50397574,0
40810270,0
90935269,0
68999916,0
77317237,0
56694753,0
7927145,1
1210592,0
87650351,1
31401636,0
29914763,0
49876918,0
57995454,0
6352651,0
56228080,0
89321452,1
97175105,1
91974511,1
70603698,0
15223932,0
7274248,0
39860986,0
75472683,0
98404918,0
46360820,1
72851893,0
97574052,1
26511631,0
86297262,1
40917212,0
69366360,0
47938988,1
7654410,0
58169630,0
21638457,0
